w1	w2	editsim
biracılık	kiracılık	0.8888888888888888
biracılık	seracılık	0.7777777777777778
biracılık	sıracılık	0.7777777777777778
biracılık	şıracılık	0.7777777777777778
birahane	birahaneci	0.8
birahane	boyahane	0.75
birahane	bozahane	0.75
birahane	şifahane	0.75
birahaneci	birahanecilik	0.7692307692307692
birahanecilik	dershanecilik	0.7692307692307692
bircilik	bireycilik	0.8
bircilik	bireylik	0.75
bircilik	birincilik	0.8
bircilik	birlik	0.75
bircilik	biçicilik	0.7777777777777778
bircilik	dilcilik	0.75
bircilik	dincilik	0.75
bircilik	dirilik	0.75
bircilik	esircilik	0.7777777777777778
bircilik	irilik	0.75
bircilik	izcilik	0.75
bircilik	kincilik	0.75
bircilik	kirlilik	0.75
bircilik	yirmilik	0.75
birecik	bireylik	0.75
bireyci	bireylik	0.75
bireycilik	bireylik	0.8
bireycilik	birincilik	0.8
bireyleşme	birleşme	0.8
bireyleşme	kireçleşme	0.8
bireylik	birlik	0.75
bireylik	kireçlik	0.75
bireyselleştirme	heykelleştirme	0.75
bireyselleştirme	kireçsizleştirme	0.75
bireysellik	biseksüellik	0.75
bireşim	birleşim	0.875
bireşim	titreşim	0.75
birikim	birikimci	0.7777777777777778
birikimci	birikimcilik	0.75
birikimci	birikinti	0.7777777777777778
birikimci	bitirimci	0.7777777777777778
birikimci	girişimci	0.7777777777777778
birikimcilik	birincilik	0.75
birikimcilik	bitirimcilik	0.8333333333333334
birikimcilik	bitkicilik	0.75
birikimcilik	biçimcilik	0.75
birikimcilik	girişimcilik	0.8333333333333334
birikinti	irkinti	0.7777777777777778
biriktirim	biriktirme	0.8
birinci	vitrinci	0.75
birincilik	bitirimcilik	0.75
birincilik	biçicilik	0.8
birincilik	biçimcilik	0.8
birincilik	ikincilik	0.8
birincilik	vitrincilik	0.8181818181818181
birincizar	ikincizar	0.8
birleme	birleşme	0.875
birleme	kirlenme	0.75
birleme	kirletme	0.75
birler	bitler	0.8333333333333334
birleşim	birleşme	0.75
birleşim	yerleşim	0.75
birleşme	direşme	0.75
birleşme	irileşme	0.75
birleşme	kirlenme	0.75
birleşme	kirletme	0.75
birleşme	lifleşme	0.75
birleşme	yerleşme	0.75
birleşme	şairleşme	0.7777777777777778
birleştirici	birleştirme	0.75
birleştirici	eleştirici	0.75
birleştirici	sertleştirici	0.7692307692307692
birleştirme	hiçleştirme	0.8181818181818181
birleştirme	kişileştirme	0.75
birleştirme	yerleştirme	0.8181818181818181
birlik	dirlik	0.8333333333333334
biryan	biryancı	0.75
biryan	şiryan	0.8333333333333334
birçenekliler	ikiçenekliler	0.7692307692307692
bisiklet	bisikletçi	0.8
bisikletçi	bisikletçilik	0.7692307692307692
bisikletçilik	briketçilik	0.7692307692307692
bisülfat	bisülfür	0.75
bisülfat	sülfat	0.75
bisülfür	sülfür	0.75
bitirimci	bitirimcilik	0.75
bitirimci	getirimci	0.7777777777777778
bitirimcilik	bitirmişlik	0.75
bitirimcilik	bitkicilik	0.75
bitirimcilik	biçimcilik	0.75
bitirimcilik	getirimcilik	0.8333333333333334
bitirimcilik	girişimcilik	0.75
bitirimcilik	işbitiricilik	0.7692307692307692
bitirimcilik	pişiricilik	0.75
bitirimcilik	vitrincilik	0.75
bitirme	bitişme	0.8571428571428572
bitirme	yitirme	0.8571428571428572
bitişkenlik	girişkenlik	0.8181818181818181
bitişme	itişme	0.8571428571428572
bitkici	biçkici	0.8571428571428572
bitkicilik	bitkinlik	0.8
bitkicilik	biçicilik	0.8
bitkicilik	dikicilik	0.8
bitkicilik	ikicilik	0.8
bitkicilik	iticilik	0.8
bitkicilik	içkicilik	0.8
bitkinlik	etkinlik	0.7777777777777778
bitkinlik	miskinlik	0.7777777777777778
bitkinlik	pişkinlik	0.7777777777777778
bitkinlik	yetkinlik	0.7777777777777778
bitkinlik	çirkinlik	0.7777777777777778
bitkinlik	şişkinlik	0.7777777777777778
bitler	bitter	0.8333333333333334
bitlis	bitlisli	0.75
bitlisli	kilisli	0.75
biyaprak	yaprak	0.75
biyoekonomi	mikroekonomi	0.75
biyoelektrik	biyoelektronik	0.8571428571428572
biyoelektrik	fotoelektrik	0.75
biyoelektrik	hidroelektrik	0.7692307692307692
biyoelektrik	radyoelektrik	0.7692307692307692
biyoelektronik	radyoelektronik	0.8
biyogaz	biyograf	0.75
biyograf	biyografi	0.8888888888888888
biyografi	biyojeografi	0.75
biyografi	otobiyografi	0.75
biyografi	tipografi	0.7777777777777778
biyolog	biyoloji	0.75
biyolog	fizyolog	0.75
biyoloji	biyolojici	0.8
biyoloji	etiyoloji	0.7777777777777778
biyoloji	filoloji	0.75
biyoloji	fizyoloji	0.7777777777777778
biyoloji	litoloji	0.75
biyoloji	mikoloji	0.75
biyoloji	mitoloji	0.75
biyoloji	sinoloji	0.75
biyoloji	sitoloji	0.75
biyoloji	tipoloji	0.75
biyoloji	viroloji	0.75
biyometri	izometri	0.7777777777777778
biyometri	pirometri	0.7777777777777778
biyosfer	litosfer	0.75
biyosfer	pirosfer	0.75
biyoteknoloji	nanoteknoloji	0.7692307692307692
biyoteknoloji	radyoteknoloji	0.7857142857142857
bizdenlik	özdenlik	0.7777777777777778
biçemleme	biçimleme	0.8888888888888888
biçemleme	biçimlenme	0.8
biçici	biçimci	0.8571428571428572
biçici	biçkici	0.8571428571428572
biçicilik	biçimcilik	0.9
biçicilik	dikicilik	0.7777777777777778
biçicilik	dizicilik	0.7777777777777778
biçicilik	ikicilik	0.7777777777777778
biçicilik	iticilik	0.7777777777777778
biçicilik	içicilik	0.8888888888888888
biçicilik	içkicilik	0.7777777777777778
biçicilik	seçicilik	0.7777777777777778
biçicilik	yiyicilik	0.7777777777777778
biçicilik	çinicilik	0.7777777777777778
biçicilik	çivicilik	0.7777777777777778
biçicilik	çizicilik	0.7777777777777778
biçimcilik	biçimsizlik	0.8181818181818181
biçimcilik	ilimcilik	0.8
biçimcilik	isimcilik	0.8
biçimcilik	içicilik	0.8
biçimcilik	kilimcilik	0.8
biçimcilik	çizimcilik	0.8
biçimdeşlik	biçimsellik	0.8181818181818181
biçimleme	biçimlenme	0.9
biçimlendirme	biçimlenme	0.7692307692307692
biçimlendirme	bölümlendirme	0.7692307692307692
biçimlendirme	yiğitlendirme	0.7692307692307692
biçimlenme	cisimlenme	0.8
biçimsellik	biçimsizlik	0.8181818181818181
biçimsizleşme	geçimsizleşme	0.8461538461538461
biçimsizlik	geçimsizlik	0.8181818181818181
biçimsizlik	ritimsizlik	0.8181818181818181
biçkici	içkici	0.8571428571428572
blender	kalender	0.75
bloksuzluk	yoksuzluk	0.8
boagiller	fokgiller	0.7777777777777778
boagiller	kolagiller	0.8
boagiller	toygiller	0.7777777777777778
bohçacılık	bombacılık	0.8
bohçacılık	borsacılık	0.8
bohçacılık	boyacılık	0.8
bohçacılık	bozacılık	0.8
boidae	bovidae	0.8571428571428572
bokluk	bolluk	0.8333333333333334
bokluk	bozukluk	0.75
bokluk	boğukluk	0.75
bokluk	boşluk	0.8333333333333334
bokluk	tokluk	0.8333333333333334
bokluk	yokluk	0.8333333333333334
bokluk	çokluk	0.8333333333333334
boksörlük	bonkörlük	0.7777777777777778
bolivya	bolivyalı	0.7777777777777778
boliçe	poliçe	0.8333333333333334
bollanma	bollatma	0.875
bollanma	borçlanma	0.7777777777777778
bollanma	bozlama	0.75
bollanma	boşanma	0.75
bollanma	boşlama	0.75
bollanma	dolanma	0.75
bollanma	hollanda	0.75
bollanma	hoşlanma	0.75
bollanma	pullanma	0.75
bollanma	sallanma	0.75
bollanma	toplanma	0.75
bollanma	tozlanma	0.75
bollanma	yollama	0.75
bollatma	bozlama	0.75
bollatma	boşlama	0.75
bollatma	yollama	0.75
bolluk	boşluk	0.8333333333333334
bolluk	folluk	0.8333333333333334
bolluk	kolluk	0.8333333333333334
bolluk	yolluk	0.8333333333333334
bolometre	fotometre	0.7777777777777778
bolometre	kilometre	0.7777777777777778
bolometre	oleometre	0.7777777777777778
bolometre	voltmetre	0.7777777777777778
bolonya	kolonya	0.8571428571428572
bolonya	polonya	0.8571428571428572
bolşevik	bolşevizm	0.7777777777777778
bombacılık	borsacılık	0.8
bombacılık	boyacılık	0.8
bombacılık	bozacılık	0.8
bombacılık	sobacılık	0.8
bombacılık	tombalacılık	0.75
bombacılık	çorbacılık	0.8
bombaj	bombay	0.8333333333333334
bombay	dombay	0.8333333333333334
bonbon	bonboncu	0.75
boncuk	boncukçu	0.75
boncukluk	boncukçu	0.7777777777777778
boncukluk	boncukçuluk	0.8181818181818181
boncukluk	bozukluk	0.7777777777777778
boncukluk	boğukluk	0.7777777777777778
boncukluk	donukluk	0.7777777777777778
boncukluk	konukluk	0.7777777777777778
boncukluk	çocukluk	0.7777777777777778
boncukçu	konukçu	0.75
boncukçu	çocukçu	0.75
boncukçuluk	konukçuluk	0.8181818181818181
bonkörlük	kontörlük	0.7777777777777778
bonkörlük	nankörlük	0.7777777777777778
borazan	borazancı	0.7777777777777778
borazancı	borazancılık	0.75
borazancılık	borsacılık	0.75
borazancılık	bostancılık	0.75
borazancılık	bozacılık	0.75
borazancılık	kazancılık	0.75
borazancılık	ormancılık	0.75
borazancılık	yaradancılık	0.75
borazancılık	yorgancılık	0.75
borina	morina	0.8333333333333334
borsacılık	boyacılık	0.8
borsacılık	bozacılık	0.8
borsacılık	tornacılık	0.8
borsacılık	çorbacılık	0.8
borucu	bozucu	0.8333333333333334
borucu	korucu	0.8333333333333334
boruçiçeğigiller	küpeçiçeğigiller	0.75
boruçiçeğigiller	kınaçiçeğigiller	0.75
boruçiçeğigiller	mineçiçeğigiller	0.75
boruçiçeğigiller	çançiçeğigiller	0.75
boruçiçeğigiller	çuhaçiçeğigiller	0.75
borçluluk	bursluluk	0.7777777777777778
bostan	bostana	0.8571428571428572
bostan	bostancı	0.75
bostan	boston	0.8333333333333334
bostana	bostancı	0.75
bostana	botswana	0.75
bostancı	bostanlık	0.7777777777777778
bostancı	destancı	0.75
bostancı	postacı	0.75
bostancı	toptancı	0.75
bostancılık	bostanlık	0.8181818181818181
bostancılık	postacılık	0.8181818181818181
bostancılık	toptancılık	0.8181818181818181
botanik	botanikçi	0.7777777777777778
bovidae	corvidae	0.75
bovling	brovning	0.75
boyacı	bozacı	0.8333333333333334
boyacılık	bozacılık	0.8888888888888888
boyacılık	doğacılık	0.7777777777777778
boyacılık	kolacılık	0.7777777777777778
boyacılık	kopyacılık	0.8
boyacılık	kozacılık	0.7777777777777778
boyacılık	modacılık	0.7777777777777778
boyacılık	odacılık	0.7777777777777778
boyacılık	otacılık	0.7777777777777778
boyacılık	oyacılık	0.8888888888888888
boyacılık	oymacılık	0.7777777777777778
boyacılık	sayacılık	0.7777777777777778
boyacılık	sobacılık	0.7777777777777778
boyahane	bozahane	0.875
boyama	boyana	0.8333333333333334
boydak	boydaş	0.8333333333333334
boydaş	soydaş	0.8333333333333334
boykot	boykotaj	0.75
boykot	boykotçu	0.75
boykotaj	boykotçu	0.75
boykotçu	boyotu	0.75
boynuz	boynuzlu	0.75
boynuzlama	boynuzlanma	0.9090909090909091
boyunduruk	burunduruk	0.8
boyunluk	bozgunluk	0.7777777777777778
boyunluk	bozukluk	0.75
boyunluk	boğukluk	0.75
boyunluk	bunluk	0.75
boyunluk	burunluk	0.75
boyunluk	doygunluk	0.7777777777777778
boyunluk	doyumluk	0.75
boyunluk	koyuluk	0.75
boyunluk	odunluk	0.75
boyunluk	oyunluk	0.875
boyunluk	yoğunluk	0.75
boyunluk	zorunluk	0.75
boyunluk	çoğunluk	0.75
bozacı	bozayı	0.8333333333333334
bozacı	bozmacı	0.8571428571428572
bozacı	kozacı	0.8333333333333334
bozacılık	bozalık	0.7777777777777778
bozacılık	doğacılık	0.7777777777777778
bozacılık	eczacılık	0.7777777777777778
bozacılık	kolacılık	0.7777777777777778
bozacılık	kozacılık	0.8888888888888888
bozacılık	modacılık	0.7777777777777778
bozacılık	odacılık	0.7777777777777778
bozacılık	otacılık	0.7777777777777778
bozacılık	oyacılık	0.7777777777777778
bozacılık	sobacılık	0.7777777777777778
bozahane	buzhane	0.75
bozahane	eczahane	0.75
bozalık	boğalık	0.8571428571428572
bozgun	bozguncu	0.75
bozguncu	bozgunluk	0.7777777777777778
bozguncu	bozucu	0.75
bozguncu	bozuntu	0.75
bozguncu	onguncu	0.75
bozguncu	soyguncu	0.75
bozgunculuk	bozgunluk	0.8181818181818181
bozgunculuk	ongunculuk	0.8181818181818181
bozgunculuk	soygunculuk	0.8181818181818181
bozgunluk	bozukluk	0.7777777777777778
bozgunluk	bungunluk	0.7777777777777778
bozgunluk	doygunluk	0.7777777777777778
bozgunluk	olgunluk	0.7777777777777778
bozgunluk	ongunluk	0.7777777777777778
bozgunluk	yorgunluk	0.7777777777777778
bozlama	boşlama	0.8571428571428572
bozlama	pozlama	0.8571428571428572
bozlama	tozlanma	0.75
bozlama	tozlaşma	0.75
bozlama	yozlaşma	0.75
bozukluk	bozuşukluk	0.8
bozukluk	boğukluk	0.875
bozukluk	burukluk	0.75
bozukluk	donukluk	0.75
bozukluk	konukluk	0.75
bozukluk	kopukluk	0.75
bozukluk	solukluk	0.75
bozukluk	soğukluk	0.75
bozukluk	çocukluk	0.75
bozulma	bozuşma	0.8571428571428572
bozulma	boğulma	0.8571428571428572
bozuntu	boğuntu	0.8571428571428572
bozuntu	tozuntu	0.8571428571428572
bozuşma	boğuşma	0.8571428571428572
bozuşukluk	buruşukluk	0.8
bozyürük	bozüyük	0.75
boğada	boğata	0.8333333333333334
boğalık	doğallık	0.75
boğanak	boğasak	0.8571428571428572
boğanotu	boğuntu	0.75
boğası	doğası	0.8333333333333334
boğukluk	burukluk	0.75
boğukluk	donukluk	0.75
boğukluk	konukluk	0.75
boğukluk	kopukluk	0.75
boğukluk	oğulluk	0.75
boğukluk	solukluk	0.75
boğukluk	soğukluk	0.875
boğukluk	yoğunluk	0.75
boğukluk	çocukluk	0.75
boğukluk	çoğulluk	0.75
boğukluk	çoğunluk	0.75
boğulma	boğumlama	0.7777777777777778
boğulma	boğuşma	0.8571428571428572
boğulma	buğulama	0.75
boğulma	doğrulma	0.75
boğumlama	boğumlanma	0.9
boğumlama	buğulama	0.7777777777777778
boğumlama	olumlama	0.7777777777777778
boğumlama	oyumlama	0.7777777777777778
boğumlama	soğuklama	0.7777777777777778
boğumlama	yorumlama	0.7777777777777778
boğuşma	yoğuşma	0.8571428571428572
boşalma	boşaltaç	0.75
boşalma	boşaltma	0.875
boşalma	boşanma	0.8571428571428572
boşaltaç	boşaltma	0.75
boşaltaç	boşaltı	0.75
boşaltaç	boşaltım	0.75
boşaltaç	boşaltış	0.75
boşaltma	boşaltı	0.75
boşaltma	boşaltım	0.75
boşaltma	boşaltış	0.75
boşaltma	boşalım	0.75
boşaltma	boşanma	0.75
boşaltma	boşlama	0.75
boşaltma	bunaltma	0.75
boşaltma	yoğaltma	0.75
boşaltma	çoğaltma	0.75
boşaltı	boşaltıcı	0.7777777777777778
boşaltı	boşaltım	0.875
boşaltı	boşaltış	0.875
boşaltı	koşaltı	0.8571428571428572
boşaltıcı	boşaltım	0.7777777777777778
boşaltıcı	boşaltış	0.7777777777777778
boşaltıcı	yoğaltıcı	0.7777777777777778
boşaltıcı	çoğaltıcı	0.7777777777777778
boşaltım	boşaltış	0.875
boşaltım	boşalım	0.875
boşaltım	boşalış	0.75
boşaltım	koşaltı	0.75
boşaltım	yoğaltım	0.75
boşaltım	çoğaltım	0.75
boşaltış	boşalım	0.75
boşaltış	boşalış	0.875
boşaltış	koşaltı	0.75
boşalım	boşalış	0.8571428571428572
boşanma	hoşlanma	0.75
boşlama	hoşlanma	0.75
boşluk	hoşluk	0.8333333333333334
boşluk	loşluk	0.8333333333333334
boşnak	boşnakça	0.75
bradypodidae	dasypodidae	0.75
brahma	brahman	0.8571428571428572
brahma	brahms	0.8333333333333334
braket	briket	0.8333333333333334
brezil	brezilya	0.75
brezilya	brezilyalı	0.8
briket	briketçi	0.75
briket	kriket	0.8333333333333334
briketçi	etiketçi	0.75
briketçilik	etiketçilik	0.8181818181818181
brokar	broker	0.8333333333333334
brokkoli	brokoli	0.875
bromür	broşür	0.8333333333333334
brovnik	brovning	0.75
bruneili	burundili	0.7777777777777778
budalalık	ukalalık	0.7777777777777778
budistlik	sadistlik	0.7777777777777778
budunbetimci	budunbilimci	0.8333333333333334
buharlayıcı	uyarlayıcı	0.8181818181818181
buharlaşma	buharlaştırma	0.7692307692307692
buharlaştırma	buharlaştırıcı	0.7857142857142857
buharlaştırma	bulaştırma	0.7692307692307692
buharlaştırma	darlaştırma	0.7692307692307692
buharlaştırma	kararlaştırma	0.7692307692307692
buharlaştırıcı	buğulaştırıcı	0.7857142857142857
buhran	buhurdan	0.75
buhran	bukran	0.8333333333333334
buhurdanlık	buyurganlık	0.8181818181818181
buhurluk	burukluk	0.75
buhurluk	burunluk	0.75
buhurluk	kuburluk	0.75
buhurluk	sahurluk	0.75
buhurluk	susurluk	0.75
buhurluk	uğurluk	0.75
buhurluk	çukurluk	0.75
bukanak	bulancak	0.75
bukağı	buzağı	0.8333333333333334
bukran	buzkıran	0.75
bulada	bulama	0.8333333333333334
bulama	bulamaç	0.8571428571428572
bulama	bulaşma	0.8571428571428572
bulama	bunama	0.8333333333333334
bulama	buğulama	0.75
bulama	sulama	0.8333333333333334
bulancak	bulunak	0.75
bulancak	kuluncak	0.75
bulantı	sulantı	0.8571428571428572
bulantı	ulantı	0.8571428571428572
bulanıklık	bulaşıklık	0.9
bulanıklık	bulaşıkçılık	0.75
bulanıklık	uyanıklık	0.8
bulaşma	buluşma	0.8571428571428572
bulaşma	buğulaşma	0.7777777777777778
bulaşma	ulaşma	0.8571428571428572
bulaştırma	kamulaştırma	0.75
bulaştırma	koyulaştırma	0.75
bulaştırma	ulaştırma	0.9
bulaştırma	çabuklaştırma	0.7692307692307692
bulaşık	bulaşıkçı	0.7777777777777778
bulaşıklık	bulaşıkçı	0.8
bulaşıklık	bulaşıkçılık	0.8333333333333334
bulaşıkçı	bulaşıkçılık	0.75
bulaşıkçılık	kaşıkçılık	0.75
buldog	buldok	0.8333333333333334
bulgar	bulgarca	0.75
bulgar	bulgari	0.8571428571428572
bulgar	bulgur	0.8333333333333334
bulgar	bulvar	0.8333333333333334
bulgarca	bulgari	0.75
bulgarca	bulgurcu	0.75
bulgarca	bulmaca	0.75
bulgaristan	bulgaristanlı	0.8461538461538461
bulgulama	bulgurlama	0.9
bulgulama	bulgurlanma	0.8181818181818181
bulgulama	buğulama	0.7777777777777778
bulgulama	kurgulama	0.7777777777777778
bulgulama	ululama	0.7777777777777778
bulgulama	uygulama	0.7777777777777778
bulgur	bulgurcu	0.75
bulgur	bulgurlu	0.75
bulgurcu	bulgurcuk	0.8888888888888888
bulgurcu	bulgurlu	0.875
bulgurcu	bulucu	0.75
bulgurcuk	bulgurculuk	0.8181818181818181
bulgurcuk	bulgurlu	0.7777777777777778
bulgurculuk	buluculuk	0.8181818181818181
bulgurlama	bulgurlanma	0.9090909090909091
bulgurlu	burdurlu	0.75
bulgurlu	sungurlu	0.75
buluculuk	buzculuk	0.7777777777777778
buluculuk	kuruculuk	0.7777777777777778
buluculuk	kutuculuk	0.7777777777777778
buluculuk	kuyuculuk	0.7777777777777778
buluculuk	pulculuk	0.7777777777777778
buluculuk	sunuculuk	0.7777777777777778
buluculuk	tulumculuk	0.8
buluculuk	tutuculuk	0.7777777777777778
buluculuk	uçuculuk	0.7777777777777778
buluculuk	çulculuk	0.7777777777777778
bulunak	burunsak	0.75
bulunak	kuluncak	0.75
bulunmama	burunlama	0.7777777777777778
buluntu	burkuntu	0.75
buluntu	burunotu	0.75
buluntu	buruntu	0.8571428571428572
bulunç	kulunç	0.8333333333333334
bulutsu	bulutçuk	0.75
bulvar	kulvar	0.8333333333333334
bunaklık	bunalım	0.75
bunaklık	bıçaklık	0.75
bunaklık	duraklık	0.75
bunaklık	konaklık	0.75
bunaklık	kulaklık	0.75
bunaklık	kuraklık	0.75
bunaklık	oynaklık	0.75
bunaklık	susaklık	0.75
bunaklık	ufaklık	0.75
bunaklık	uzaklık	0.75
bunaklık	uşaklık	0.75
bunaklık	çanaklık	0.75
bunaltma	bunaltı	0.75
bunaltma	bunalım	0.75
bunaltma	bunama	0.75
buncağız	cancağız	0.75
bungunluk	burunluk	0.7777777777777778
bungunluk	durgunluk	0.7777777777777778
bungunluk	duygunluk	0.7777777777777778
bungunluk	ongunluk	0.7777777777777778
bungunluk	uygunluk	0.7777777777777778
bungunluk	vurgunluk	0.7777777777777778
bunluk	burunluk	0.75
bunluk	buzluk	0.8333333333333334
bunluk	sabunluk	0.75
buralı	burası	0.8333333333333334
buralı	bursalı	0.8571428571428572
burası	şurası	0.8333333333333334
burağan	kurlağan	0.75
burağan	urağan	0.8571428571428572
burdur	burdurlu	0.75
burkucu	burkuntu	0.75
burkuntu	burunotu	0.75
burkuntu	buruntu	0.875
burkuntu	kuruntu	0.75
burkuntu	vuruntu	0.75
burukluk	burunluk	0.875
burukluk	buruşukluk	0.8
burukluk	duruluk	0.75
burukluk	kuruluk	0.75
burukluk	tutukluk	0.75
burukluk	uyrukluk	0.75
burukluk	çubukluk	0.75
burundi	burundili	0.7777777777777778
burunlama	buğulama	0.7777777777777778
burunlama	orunlama	0.7777777777777778
burunluk	burunsak	0.75
burunluk	buruntu	0.75
burunluk	durgunluk	0.7777777777777778
burunluk	duruluk	0.75
burunluk	kulunluk	0.75
burunluk	kuruluk	0.75
burunluk	uzunluk	0.75
burunluk	vurgunluk	0.7777777777777778
burunluk	zorunluk	0.75
burunotu	buruntu	0.875
burunotu	kuruntu	0.75
burunotu	vuruntu	0.75
burunsak	burunsalık	0.8
buruntu	buyrultu	0.75
buruntu	kuruntu	0.8571428571428572
buruntu	vuruntu	0.8571428571428572
buruşukluk	uyuşukluk	0.8
butafor	butaforcu	0.7777777777777778
butaforcu	butaforculuk	0.75
butikçilik	optikçilik	0.8
butikçilik	tetikçilik	0.8
buyruk	buyrukçu	0.75
buyruk	kuyruk	0.8333333333333334
buyrukçu	buyrultu	0.75
buyrukçu	kuyruklu	0.75
buyrukçuluk	suyukçuluk	0.8181818181818181
buyrultu	duyultu	0.75
buyrultu	gurultu	0.75
buyuru	buyurucu	0.75
buyuru	duyuru	0.8333333333333334
buyurucu	duyurucu	0.875
buzağı	buzdağı	0.8571428571428572
buzculuk	buzluk	0.75
buzculuk	kuzuluk	0.75
buzculuk	mumculuk	0.75
buzculuk	pulculuk	0.75
buzculuk	suculuk	0.75
buzculuk	tuzluluk	0.75
buzculuk	unculuk	0.75
buzculuk	çulculuk	0.75
buzdolabı	sudolabı	0.7777777777777778
buzlucam	buzluğan	0.75
buzlucam	tuzluca	0.75
buzluk	muzluk	0.8333333333333334
buzluk	tuzluk	0.8333333333333334
buzulkar	buzultaş	0.75
buzullaşma	buğulaşma	0.8
buğdaygiller	fundagiller	0.75
buğdaygiller	karabuğdaygiller	0.75
buğdaygüvesi	buğdaysürmesi	0.7692307692307692
buğulama	buğulaşma	0.8888888888888888
buğulama	kuzulama	0.75
buğulama	ululama	0.75
buğulama	uğurlama	0.75
buğulaştırıcı	uzlaştırıcı	0.7692307692307692
bâtıni	bâtıniye	0.75
böbürlenme	bölümlenme	0.8
böbürlenme	bölütlenme	0.8
böbürtü	böğürtü	0.8571428571428572
böcekbaşı	bölükbaşı	0.7777777777777778
böcekler	böceklik	0.75
böceklik	böcekçil	0.75
böceklik	böcekçilik	0.8
böceklik	bökelik	0.75
böceklik	döneklik	0.75
böceklik	köpeklik	0.75
böceklik	köçeklik	0.75
böcekçil	böcekçilik	0.8
böcekçil	börekçi	0.75
böcekçilik	börekçilik	0.9
böcekçilik	çörekçilik	0.8
bökelik	ökelik	0.8571428571428572
bölgecilik	özgecilik	0.8
bölücülük	bükücülük	0.7777777777777778
bölücülük	büyücülük	0.7777777777777778
bölücülük	görücülük	0.7777777777777778
bölücülük	sövücülük	0.7777777777777778
bölücülük	çözücülük	0.7777777777777778
bölücülük	örücülük	0.7777777777777778
bölücülük	ötücülük	0.7777777777777778
bölücülük	övücülük	0.7777777777777778
bölümleme	bölümlenme	0.9
bölümleme	bölütlenme	0.8
bölümleme	çözümleme	0.7777777777777778
bölümleme	ölçümleme	0.7777777777777778
bölümleme	özümleme	0.7777777777777778
bölümlendirme	bölümlenme	0.7692307692307692
bölümlenme	bölütlenme	0.9
bölümlenme	sönümlenme	0.8
bölümlenme	çözümlenme	0.8
bölümlenme	özümlenme	0.8
bölüngü	bölüntü	0.8571428571428572
bölüştürme	dönüştürme	0.8
börekçi	çörekçi	0.8571428571428572
börekçilik	direkçilik	0.8
börekçilik	erekçilik	0.8
börekçilik	görenekçilik	0.75
börekçilik	kürekçilik	0.8
börekçilik	çörekçilik	0.9
börkenek	görenek	0.75
börkenek	örtenek	0.75
börülce	böğrülce	0.875
böğürtlen	böğürtlenlik	0.75
böğürtü	öğürtü	0.8571428571428572
büfeci	küfeci	0.8333333333333334
büfecilik	gürecilik	0.7777777777777778
büfecilik	küfecilik	0.8888888888888888
büfecilik	lüfercilik	0.8
büfecilik	lülecilik	0.7777777777777778
büfecilik	müzecilik	0.7777777777777778
büfecilik	tefecilik	0.7777777777777778
büklük	büklüm	0.8333333333333334
büklük	büyüklük	0.75
büklük	düklük	0.8333333333333334
büklük	yüklük	0.8333333333333334
bükücü	büyücü	0.8333333333333334
bükücülük	büyücülük	0.8888888888888888
bükücülük	günücülük	0.7777777777777778
bükücülük	sürücülük	0.7777777777777778
bükücülük	türkücülük	0.8
bükücülük	yüzücülük	0.7777777777777778
bükücülük	öykücülük	0.7777777777777778
bükücülük	ülkücülük	0.7777777777777778
bürokrasi	bürokrat	0.7777777777777778
bürümcek	bürümcük	0.875
bürümcek	bürüme	0.75
bürümcek	bürümçek	0.875
bürümcek	örümcek	0.75
bürümcük	bürümçek	0.75
bürümcük	dürümcü	0.75
bürümcük	düğümcük	0.75
bürümcük	türümcü	0.75
bürüme	bürümçek	0.75
bürüme	büyüme	0.8333333333333334
bürüme	yürüme	0.8333333333333334
bürüme	çürüme	0.8333333333333334
büstiyer	vestiyer	0.75
bütünleme	bütünleşme	0.9
bütünleme	büyüleme	0.7777777777777778
bütünleyici	büyüleyici	0.8181818181818181
bütünleşme	kütinleşme	0.8
bütünlük	büyüklük	0.75
bütünlük	kütüklük	0.75
bütünlük	sülünlük	0.75
bütünlük	tütünlük	0.875
bütünlük	üstünlük	0.75
büvelek	büğelek	0.8571428571428572
büyücülük	büyüklük	0.7777777777777778
büyücülük	büyütürlük	0.8
büyücülük	günücülük	0.7777777777777778
büyücülük	sürücülük	0.7777777777777778
büyücülük	yüzücülük	0.7777777777777778
büyükayı	küçükayı	0.75
büyükbaba	büyükbaş	0.7777777777777778
büyükbaş	büzüktaş	0.75
büyükbaş	küçükbaş	0.75
büyükelçi	büyükelçilik	0.75
büyüklenme	büyüleme	0.8
büyüklenme	yüklenme	0.8
büyüklük	düşüklük	0.75
büyüklük	kütüklük	0.75
büyüklük	küçüklük	0.75
büyüklük	yüklük	0.75
büyüklük	çürüklük	0.75
büyükçekmece	küçükçekmece	0.8333333333333334
büyüleme	büyültme	0.875
büyüleme	büyüme	0.75
büyüleme	büyütme	0.75
büyüleme	büzülme	0.75
büyüleme	güdüleme	0.75
büyülteç	büyültme	0.75
büyülteç	büyüteç	0.875
büyültme	büyüme	0.75
büyültme	büyütme	0.875
büyültme	büzülme	0.75
büyültme	küçültme	0.75
büyüme	büyütme	0.8571428571428572
büzülme	büzüşme	0.8571428571428572
büzülme	süzülme	0.8571428571428572
büzülme	üzülme	0.8571428571428572
bıcırgan	bıçılgan	0.75
bıcırgan	ısırgan	0.75
