w1	w2	editsim	isrelated
dekoratör	detonatör	0.7777777777777778	1.0
dekoratörlük	desinatörlük	0.75	1.0
dekoratörlük	diktatörlük	0.75	1.0
dekorculuk	depoculuk	0.8	1.0
dekorculuk	doktorculuk	0.8181818181818181	1.0
dekstrin	dekstroz	0.75	1.0
delecek	gelecek	0.8571428571428572	1.0
delegasyon	derogasyon	0.8	1.0
delgeç	delgiç	0.8333333333333334	1.0
delibaş	demirbaş	0.75	1.0
delice	delici	0.8333333333333334	1.0
delici	derici	0.8333333333333334	1.0
delikanlı	delikanlılık	0.75	1.0
delikanlılık	serinkanlılık	0.7692307692307692	1.0
delikliler	tekdelikliler	0.7692307692307692	1.0
delilik	denizlik	0.75	1.0
delilik	derinlik	0.75	1.0
delilik	dilcilik	0.75	1.0
delilik	gelinlik	0.75	1.0
delilik	seslilik	0.75	1.0
delilik	velilik	0.8571428571428572	1.0
deliotu	gelinotu	0.75	1.0
delirme	devşirme	0.75	1.0
delişmenlik	değişkenlik	0.8181818181818181	1.0
delişmenlik	çelişmezlik	0.8181818181818181	1.0
demagog	demagoji	0.75	1.0
demagoji	pedagoji	0.75	1.0
demetletiş	demetleyiş	0.9	1.0
demetli	demetçi	0.8571428571428572	1.0
demetli	demetçik	0.75	1.0
demetli	devletli	0.75	1.0
demetçi	demetçik	0.875	1.0
demetçi	denetçi	0.8571428571428572	1.0
demetçik	denetçi	0.75	1.0
demetçik	mehmetçik	0.7777777777777778	1.0
demirci	demircik	0.875	1.0
demirci	demiri	0.8571428571428572	1.0
demirci	kemircik	0.75	1.0
demircik	demircilik	0.8	1.0
demircik	demiri	0.75	1.0
demircik	kemircik	0.875	1.0
demircilik	demirsizlik	0.8181818181818181	1.0
demircilik	denizcilik	0.8	1.0
demircilik	dericilik	0.8	1.0
demircilik	esircilik	0.8	1.0
demircilik	gemicilik	0.8	1.0
demircilik	kemercilik	0.8	1.0
demircilik	remilcilik	0.8	1.0
demircilik	semercilik	0.8	1.0
demircilik	tamircilik	0.8	1.0
demircilik	şehircilik	0.8	1.0
demirhane	memişhane	0.7777777777777778	1.0
demirhane	tamirhane	0.7777777777777778	1.0
demiri	demirî	0.8333333333333334	1.0
demirsizlik	değersizlik	0.8181818181818181	1.0
demirsizlik	değimsizlik	0.8181818181818181	1.0
demirsizlik	dirsizlik	0.8181818181818181	1.0
demirsizlik	tedbirsizlik	0.75	1.0
demiryolcu	demiryolu	0.9	1.0
demiryolu	denizyolu	0.7777777777777778	1.0
demlik	gemlik	0.8333333333333334	1.0
demlik	yemlik	0.8333333333333334	1.0
demograf	demografi	0.8888888888888888	1.0
demograf	termograf	0.7777777777777778	1.0
demografi	demokrasi	0.7777777777777778	1.0
demografi	ideografi	0.7777777777777778	1.0
demografi	mamografi	0.7777777777777778	1.0
demografi	nomografi	0.7777777777777778	1.0
demografi	tomografi	0.7777777777777778	1.0
demokrasi	etokrasi	0.7777777777777778	1.0
demokrasi	teokrasi	0.7777777777777778	1.0
demontaj	montaj	0.75	1.0
dendrolog	dendroloji	0.8	1.0
dendroloji	dendrolojist	0.8333333333333334	1.0
deneme	denemeci	0.75	1.0
deneme	denetmen	0.75	1.0
denemeci	denetici	0.75	1.0
denemeci	deneyci	0.75	1.0
denemeci	derlemeci	0.7777777777777778	1.0
denemeci	döşemeci	0.75	1.0
denemeci	peremeci	0.75	1.0
denemeci	tenekeci	0.75	1.0
denemecilik	deneycilik	0.8181818181818181	1.0
denemecilik	deneyimcilik	0.75	1.0
denemecilik	deneyselcilik	0.7692307692307692	1.0
denemecilik	derlemecilik	0.8333333333333334	1.0
denemecilik	döşemecilik	0.8181818181818181	1.0
denemecilik	peremecilik	0.8181818181818181	1.0
denemecilik	tenekecilik	0.8181818181818181	1.0
denemecilik	şehnamecilik	0.75	1.0
denence	dinlence	0.75	1.0
denence	dönence	0.8571428571428572	1.0
denetici	denetim	0.75	1.0
denetici	denetimci	0.8888888888888888	1.0
denetici	denetçi	0.75	1.0
denetici	deneyci	0.75	1.0
denetici	deneyimci	0.7777777777777778	1.0
denetici	yönetici	0.75	1.0
denetim	denetimci	0.7777777777777778	1.0
denetim	deneyim	0.8571428571428572	1.0
denetim	içdenetim	0.7777777777777778	1.0
denetim	öndenetim	0.7777777777777778	1.0
denetimci	deneyimci	0.8888888888888888	1.0
denetleme	deneyleme	0.8888888888888888	1.0
denetleme	dengeleme	0.7777777777777778	1.0
denetleme	geneleme	0.7777777777777778	1.0
denetleme	genelleme	0.7777777777777778	1.0
denetleme	lanetleme	0.7777777777777778	1.0
denetleyici	dengeleyici	0.8181818181818181	1.0
denetleyici	destekleyici	0.75	1.0
denetmen	menemen	0.75	1.0
denetmen	menetme	0.75	1.0
denetmen	yönetmen	0.75	1.0
denetmenlik	düzeltmenlik	0.75	1.0
denetmenlik	yönetmenlik	0.8181818181818181	1.0
denetçi	dernekçi	0.75	1.0
denetçi	değnekçi	0.75	1.0
denetçilik	deneycilik	0.8	1.0
denetçilik	denkçilik	0.8	1.0
denetçilik	derbentçilik	0.75	1.0
denetçilik	dernekçilik	0.8181818181818181	1.0
denetçilik	devletçilik	0.8181818181818181	1.0
denetçilik	değnekçilik	0.8181818181818181	1.0
denetçilik	kentçilik	0.8	1.0
denetçilik	sepetçilik	0.8	1.0
deneyci	deneyimci	0.7777777777777778	1.0
deneycilik	deneyimcilik	0.8333333333333334	1.0
deneycilik	deneyselcilik	0.7692307692307692	1.0
deneycilik	denizcilik	0.8	1.0
deneycilik	derleyicilik	0.75	1.0
deneycilik	desencilik	0.8	1.0
deneycilik	devecilik	0.8	1.0
deneycilik	dönercilik	0.8	1.0
deneycilik	fenercilik	0.8	1.0
deneycilik	genelcilik	0.8	1.0
deneyim	deneyimci	0.7777777777777778	1.0
deneyimci	deneyimcilik	0.75	1.0
deneyimcilik	deneyimsizlik	0.8461538461538461	1.0
deneyimcilik	deneyselcilik	0.7692307692307692	1.0
deneyimcilik	denizcilik	0.75	1.0
deneyimcilik	derleyicilik	0.75	1.0
deneyimcilik	döşeyicilik	0.75	1.0
deneyimcilik	kenevircilik	0.75	1.0
deneyimsizlik	değimsizlik	0.7692307692307692	1.0
deneyleme	dengeleme	0.7777777777777778	1.0
deneyleme	geneleme	0.7777777777777778	1.0
deneyleme	genelleme	0.7777777777777778	1.0
deneyselci	deneyselcilik	0.7692307692307692	1.0
deneyselci	deneysellik	0.8181818181818181	1.0
deneyselcilik	deneysellik	0.8461538461538461	1.0
deneyselcilik	devimselcilik	0.7692307692307692	1.0
deneysellik	dönemsellik	0.8181818181818181	1.0
deneyüstü	deneyüstücü	0.8181818181818181	1.0
deneyüstücü	deneyüstücülük	0.7857142857142857	1.0
deneştirme	derinleştirme	0.7692307692307692	1.0
deneştirme	değiştirme	0.8	1.0
deneştirme	eleştirme	0.8	1.0
dengelem	dengeleme	0.8888888888888888	1.0
dengelem	dengelik	0.75	1.0
dengelem	denklem	0.75	1.0
dengeleme	engelleme	0.7777777777777778	1.0
dengeleme	geneleme	0.7777777777777778	1.0
dengeleyici	destekleyici	0.75	1.0
dengeleyici	desteleyici	0.8181818181818181	1.0
dengeleyici	engelleyici	0.8181818181818181	1.0
dengelik	dengeşik	0.875	1.0
dengelik	denizlik	0.75	1.0
dengelik	denklik	0.75	1.0
dengelik	develik	0.75	1.0
dengelik	zennelik	0.75	1.0
dengesizlik	densizlik	0.8181818181818181	1.0
denizalası	denizaltı	0.8	1.0
denizalası	denizanası	0.9	1.0
denizalası	denizaslanı	0.8181818181818181	1.0
denizalası	denizayısı	0.8	1.0
denizaltı	denizaltıcı	0.8181818181818181	1.0
denizaltı	denizatı	0.8888888888888888	1.0
denizanası	denizayısı	0.8	1.0
denizaslanı	deniztavşanı	0.75	1.0
denizatı	denizkazı	0.7777777777777778	1.0
denizaygırı	denizayısı	0.8181818181818181	1.0
denizayısı	denizçakısı	0.8181818181818181	1.0
denizci	denizli	0.8571428571428572	1.0
denizci	denizlik	0.75	1.0
denizcilik	denizlik	0.8	1.0
denizcilik	denizlili	0.8	1.0
denizcilik	dericilik	0.8	1.0
denizcilik	dikizcilik	0.8	1.0
denizcilik	lenincilik	0.8	1.0
denizcilik	çeyizcilik	0.8	1.0
denizhıyarları	denizhıyarı	0.7857142857142857	1.0
denizibiği	denizineği	0.8	1.0
denizineği	deniziğnesi	0.8181818181818181	1.0
denizkadayıfı	denizşakayığı	0.7692307692307692	1.0
denizkazı	denizkızı	0.8888888888888888	1.0
denizkozalağı	denizkulağı	0.7692307692307692	1.0
denizli	denizlik	0.875	1.0
denizli	denizlili	0.7777777777777778	1.0
denizlik	denizlili	0.7777777777777778	1.0
denizlik	derinlik	0.75	1.0
denizlik	dikizlik	0.75	1.0
denizlik	dizlik	0.75	1.0
denizlik	genişlik	0.75	1.0
denizlik	sekizlik	0.75	1.0
denizlik	çeyizlik	0.75	1.0
denizmarulu	denizmaymunu	0.75	1.0
deniztarağı	deniztavşanı	0.75	1.0
deniztavşancılı	deniztavşanı	0.8	1.0
denizyıldızları	denizyıldızı	0.8	1.0
denizördeği	denizörümceği	0.7692307692307692	1.0
denizşakayıkları	denizşakayığı	0.75	1.0
denklem	denkleşme	0.7777777777777778	1.0
denkleşme	tekleşme	0.7777777777777778	1.0
denkleştirici	eleştirici	0.7692307692307692	1.0
denkleştirici	mekanikleştirici	0.75	1.0
denkleştirici	renklendirici	0.7692307692307692	1.0
denkleştirici	sertleştirici	0.7692307692307692	1.0
denklik	denkçilik	0.7777777777777778	1.0
denklik	döneklik	0.75	1.0
denklik	frenklik	0.75	1.0
denkçi	dernekçi	0.75	1.0
denkçi	değnekçi	0.75	1.0
denkçi	renkçi	0.8333333333333334	1.0
denkçilik	dernekçilik	0.8181818181818181	1.0
denkçilik	değnekçilik	0.8181818181818181	1.0
denkçilik	diskçilik	0.7777777777777778	1.0
denkçilik	kentçilik	0.7777777777777778	1.0
denkçilik	tekçilik	0.7777777777777778	1.0
densimetre	desimetre	0.9	1.0
densimetre	sensitometre	0.75	1.0
densizlik	dertsizlik	0.8	1.0
densizlik	dinsizlik	0.8888888888888888	1.0
densizlik	dirsizlik	0.7777777777777778	1.0
densizlik	düzensizlik	0.8181818181818181	1.0
densizlik	edepsizlik	0.8	1.0
densizlik	renksizlik	0.8	1.0
densizlik	sessizlik	0.7777777777777778	1.0
densizlik	yersizlik	0.7777777777777778	1.0
densizlik	özensizlik	0.8	1.0
deontoloji	gerontoloji	0.8181818181818181	1.0
deontoloji	odontoloji	0.8	1.0
deontoloji	ontoloji	0.8	1.0
deontoloji	paleontoloji	0.75	1.0
departman	depasman	0.7777777777777778	1.0
depasman	deplasman	0.8888888888888888	1.0
deplasman	plasman	0.7777777777777778	1.0
depocu	repocu	0.8333333333333334	1.0
depoculuk	tipoculuk	0.7777777777777778	1.0
depolama	dolama	0.75	1.0
depozit	depozito	0.875	1.0
depresyon	empresyon	0.7777777777777778	1.0
depresyon	regresyon	0.7777777777777778	1.0
derbederlik	şehbenderlik	0.75	1.0
derbent	derbentçi	0.7777777777777778	1.0
derbentçi	derbentçilik	0.75	1.0
derbentçi	şerbetçi	0.7777777777777778	1.0
derbentçilik	dernekçilik	0.75	1.0
derbentçilik	devletçilik	0.75	1.0
derbentçilik	gurbetçilik	0.75	1.0
derbentçilik	şerbetçilik	0.8333333333333334	1.0
derebeyi	derebeylik	0.8	1.0
derece	dereke	0.8333333333333334	1.0
dereke	tereke	0.8333333333333334	1.0
dereli	develi	0.8333333333333334	1.0
dereotu	gebreotu	0.75	1.0
derepazarı	dernekpazarı	0.8333333333333334	1.0
dergah	dergâh	0.8333333333333334	1.0
dergici	derici	0.8571428571428572	1.0
dergici	sergici	0.8571428571428572	1.0
dergici	vergici	0.8571428571428572	1.0
dergici	yergici	0.8571428571428572	1.0
dergici	çergici	0.8571428571428572	1.0
dergicilik	dericilik	0.9	1.0
dergicilik	derleyicilik	0.75	1.0
dergicilik	dizgicilik	0.8	1.0
dergicilik	gericilik	0.8	1.0
dergicilik	sezgicilik	0.8	1.0
dergicilik	vergicilik	0.9	1.0
dergicilik	vericilik	0.8	1.0
dergicilik	çergecilik	0.8	1.0
dergicilik	çergicilik	0.9	1.0
derici	devrimci	0.75	1.0
derici	güderici	0.75	1.0
derici	verici	0.8333333333333334	1.0
derici	yerici	0.8333333333333334	1.0
dericilik	derinlik	0.7777777777777778	1.0
dericilik	derleyicilik	0.75	1.0
dericilik	devecilik	0.7777777777777778	1.0
dericilik	devrimcilik	0.8181818181818181	1.0
dericilik	dikicilik	0.7777777777777778	1.0
dericilik	dizicilik	0.7777777777777778	1.0
dericilik	ekicilik	0.7777777777777778	1.0
dericilik	ezicilik	0.7777777777777778	1.0
dericilik	gemicilik	0.7777777777777778	1.0
dericilik	gericilik	0.8888888888888888	1.0
dericilik	güdericilik	0.8181818181818181	1.0
dericilik	ilericilik	0.8	1.0
dericilik	sepicilik	0.7777777777777778	1.0
dericilik	sevicilik	0.7777777777777778	1.0
dericilik	seçicilik	0.7777777777777778	1.0
dericilik	terecilik	0.7777777777777778	1.0
dericilik	vergicilik	0.8	1.0
dericilik	vericilik	0.8888888888888888	1.0
dericilik	çekicilik	0.7777777777777778	1.0
dericilik	çergicilik	0.8	1.0
derinleştirme	modernleştirme	0.7857142857142857	1.0
derinleştirme	yerleştirme	0.7692307692307692	1.0
derinleştirme	çetinleştirme	0.8461538461538461	1.0
derinlik	derinti	0.75	1.0
derinlik	derslik	0.75	1.0
derinlik	dirilik	0.75	1.0
derinlik	dirimlik	0.75	1.0
derinlik	ekinlik	0.75	1.0
derinlik	erginlik	0.75	1.0
derinlik	eriklik	0.75	1.0
derinlik	erillik	0.75	1.0
derinlik	erinlik	0.875	1.0
derinlik	erirlik	0.75	1.0
derinlik	erkinlik	0.75	1.0
derinlik	feriklik	0.75	1.0
derinlik	gelinlik	0.75	1.0
derinlik	gerginlik	0.7777777777777778	1.0
derinlik	gerilik	0.75	1.0
derinlik	heriflik	0.75	1.0
derinlik	kesinlik	0.75	1.0
derinlik	narinlik	0.75	1.0
derinlik	serinlik	0.875	1.0
derinlik	yeğinlik	0.75	1.0
derinlik	zeminlik	0.75	1.0
derinlik	çetinlik	0.75	1.0
derinlik	şeriklik	0.75	1.0
derinlik	şerirlik	0.75	1.0
derinlik	şirinlik	0.75	1.0
derinlikölçer	gerilimölçer	0.7692307692307692	1.0
derinti	değinti	0.8571428571428572	1.0
derinti	serpinti	0.75	1.0
derinti	verinti	0.8571428571428572	1.0
derinti	çevrinti	0.75	1.0
derivasyon	derogasyon	0.8	1.0
derişim	değişim	0.8571428571428572	1.0
derişim	erişim	0.8571428571428572	1.0
derişme	değişme	0.8571428571428572	1.0
derişme	erişme	0.8571428571428572	1.0
derkenar	dörtkenar	0.7777777777777778	1.0
derlem	derlemci	0.75	1.0
derlem	derleme	0.8571428571428572	1.0
derlemci	derleme	0.75	1.0
derlemci	derlemeci	0.8888888888888888	1.0
derlemci	derleyici	0.7777777777777778	1.0
derlemci	eylemci	0.75	1.0
derlemcilik	derlemecilik	0.9166666666666666	1.0
derlemcilik	derleyicilik	0.8333333333333334	1.0
derlemcilik	eylemcilik	0.8181818181818181	1.0
derleme	derlemeci	0.7777777777777778	1.0
derleme	dörtleme	0.75	1.0
derleme	gerileme	0.75	1.0
derleme	ilerleme	0.75	1.0
derleme	terleme	0.8571428571428572	1.0
derleme	tersleme	0.75	1.0
derleme	yerleşme	0.75	1.0
derlemeci	derlemecilik	0.75	1.0
derlemeci	derleyici	0.7777777777777778	1.0
derlemeci	peremeci	0.7777777777777778	1.0
derlemecilik	derleyicilik	0.8333333333333334	1.0
derlemecilik	döşemecilik	0.75	1.0
derlemecilik	erketecilik	0.75	1.0
derlemecilik	eylemcilik	0.75	1.0
derlemecilik	fermenecilik	0.75	1.0
derlemecilik	gözlemecilik	0.75	1.0
derlemecilik	işlemecilik	0.75	1.0
derlemecilik	peremecilik	0.8333333333333334	1.0
derlemecilik	süslemecilik	0.75	1.0
derlemecilik	çerçevecilik	0.75	1.0
derlemecilik	şekerlemecilik	0.7857142857142857	1.0
derleyici	derleyicilik	0.75	1.0
derleyici	derleyiş	0.7777777777777778	1.0
derleyici	dileyici	0.7777777777777778	1.0
derleyici	dinleyici	0.7777777777777778	1.0
derleyicilik	döşeyicilik	0.75	1.0
derleyicilik	leblebicilik	0.75	1.0
derleyicilik	tümleyicilik	0.75	1.0
derleyiş	gerileyiş	0.7777777777777778	1.0
derleyiş	ilerleyiş	0.7777777777777778	1.0
derman	dermeyan	0.75	1.0
derman	ferman	0.8333333333333334	1.0
dermansızlık	detaysızlık	0.75	1.0
dermansızlık	devamsızlık	0.75	1.0
dermansızlık	imansızlık	0.75	1.0
dermansızlık	oransızlık	0.75	1.0
dermansızlık	pervasızlık	0.75	1.0
dermansızlık	spermasızlık	0.75	1.0
dermatit	pegmatit	0.75	1.0
dermatolog	dermatoloji	0.8181818181818181	1.0
dermatolog	hematolog	0.8	1.0
dermatoloji	hematoloji	0.8181818181818181	1.0
dernek	dernekçi	0.75	1.0
dernek	değnek	0.8333333333333334	1.0
dernekevi	dernekçi	0.7777777777777778	1.0
dernekevi	erkekevi	0.7777777777777778	1.0
dernekçi	destekçi	0.75	1.0
dernekçi	değnekçi	0.875	1.0
dernekçi	direkçi	0.75	1.0
dernekçilik	değnekçilik	0.9090909090909091	1.0
dernekçilik	direkçilik	0.8181818181818181	1.0
dernekçilik	erekçilik	0.8181818181818181	1.0
dernekçilik	gelenekçilik	0.75	1.0
dernekçilik	gerçekçilik	0.8181818181818181	1.0
dernekçilik	görenekçilik	0.75	1.0
dernekçilik	kesenekçilik	0.75	1.0
derpiş	derviş	0.8333333333333334	1.0
dershane	dershaneci	0.8	1.0
dershane	ferhane	0.75	1.0
dershane	kerhane	0.75	1.0
dershane	tersane	0.75	1.0
dershaneci	dershanecilik	0.7692307692307692	1.0
dershaneci	kerhaneci	0.8	1.0
dershanecilik	meyhanecilik	0.7692307692307692	1.0
dersimli	mersinli	0.75	1.0
derslik	terslik	0.8571428571428572	1.0
dertsizlik	dirsizlik	0.8	1.0
dertsizlik	erksizlik	0.8	1.0
dertsizlik	tertipsizlik	0.75	1.0
dertsizlik	yersizlik	0.8	1.0
desencilik	devecilik	0.8	1.0
desencilik	dilencilik	0.8	1.0
desencilik	dümencilik	0.8	1.0
desencilik	düvencilik	0.8	1.0
desencilik	düzencilik	0.8	1.0
desencilik	kefencilik	0.8	1.0
desigram	epigram	0.75	1.0
desikatör	desinatör	0.8888888888888888	1.0
desilitre	desilitrelik	0.75	1.0
desilitre	desimetre	0.7777777777777778	1.0
desilitrelik	desimetrelik	0.8333333333333334	1.0
desimetre	desimetreküp	0.75	1.0
desimetre	desimetrelik	0.75	1.0
desimetre	dozimetre	0.7777777777777778	1.0
desimetreküp	desimetrelik	0.75	1.0
desimetreküp	milimetreküp	0.75	1.0
desinatör	desinatörlük	0.75	1.0
desinatör	detonatör	0.7777777777777778	1.0
desinatörlük	senatörlük	0.75	1.0
desise	desister	0.75	1.0
desorbsiyon	sorbsiyon	0.8181818181818181	1.0
despotizm	nepotizm	0.7777777777777778	1.0
destan	destancı	0.75	1.0
destan	destân	0.8333333333333334	1.0
destar	destari	0.8571428571428572	1.0
desteci	destekçi	0.75	1.0
destek	destekçi	0.75	1.0
destekleyici	destekleyicilik	0.8	1.0
destekleyici	desteleyici	0.9166666666666666	1.0
destekçi	değnekçi	0.75	1.0
destur	düstur	0.8333333333333334	1.0
detaylandırma	detaylandırılma	0.8666666666666667	1.0
detaysızlık	devamsızlık	0.8181818181818181	1.0
detektif	detektör	0.75	1.0
detektör	direktör	0.75	1.0
detektör	efektör	0.75	1.0
detektör	ejektör	0.75	1.0
detektör	selektör	0.75	1.0
deterjan	deterjancı	0.8	1.0
deterjan	deveran	0.75	1.0
deterjancı	deterjancılık	0.7692307692307692	1.0
determinant	determinist	0.8181818181818181	1.0
determinasyon	selfdeterminasyon	0.7647058823529411	1.0
determinist	determinizm	0.8181818181818181	1.0
determinist	indeterminist	0.8461538461538461	1.0
determinizm	indeterminizm	0.8461538461538461	1.0
devalüasyon	revalüasyon	0.9090909090909091	1.0
devamlılık	devamsızlık	0.8181818181818181	1.0
devamlılık	evhamlılık	0.8	1.0
devamlılık	kıvamlılık	0.8	1.0
devamsızlık	evhamsızlık	0.8181818181818181	1.0
devamsızlık	kıvamsızlık	0.8181818181818181	1.0
devanası	devaynası	0.8888888888888888	1.0
deveci	develi	0.8333333333333334	1.0
devecilik	develik	0.7777777777777778	1.0
devecilik	dövmecilik	0.8	1.0
devecilik	düvencilik	0.8	1.0
devecilik	evcilik	0.7777777777777778	1.0
devecilik	keçecilik	0.7777777777777778	1.0
devecilik	lekecilik	0.7777777777777778	1.0
devecilik	meyvecilik	0.8	1.0
devecilik	mezecilik	0.7777777777777778	1.0
devecilik	tefecilik	0.7777777777777778	1.0
devecilik	terecilik	0.7777777777777778	1.0
devecilik	çetecilik	0.7777777777777778	1.0
devecilik	çevrecilik	0.8	1.0
develi	develik	0.8571428571428572	1.0
develi	devletli	0.75	1.0
develik	dövmelik	0.75	1.0
develik	gevenlik	0.75	1.0
develik	meyvelik	0.75	1.0
develik	çevrelik	0.75	1.0
deveran	devran	0.8571428571428572	1.0
deveran	feveran	0.8571428571428572	1.0
deveran	reverans	0.75	1.0
devimselcilik	dirimselcilik	0.8461538461538461	1.0
devimselcilik	edimselcilik	0.8461538461538461	1.0
devingenlik	yetingenlik	0.8181818181818181	1.0
devingenlik	çekingenlik	0.8181818181818181	1.0
devingenlik	çevrilgenlik	0.75	1.0
devinim	devşirim	0.75	1.0
devinim	özdevinim	0.7777777777777778	1.0
devinme	devşirme	0.75	1.0
devinme	değinme	0.8571428571428572	1.0
devinme	sevinme	0.8571428571428572	1.0
devinme	çevrinme	0.75	1.0
devlet	devletli	0.75	1.0
devletleştirebilme	devletleştirme	0.7777777777777778	1.0
devletleştirme	melezleştirme	0.7857142857142857	1.0
devredilebilirlik	erişilebilirlik	0.7647058823529411	1.0
devrek	gevrek	0.8333333333333334	1.0
devretme	diretme	0.75	1.0
devretme	seyretme	0.75	1.0
devrialem	devriâlem	0.8888888888888888	1.0
devrim	devrimci	0.75	1.0
devrim	devşirim	0.75	1.0
devrim	çevrim	0.8333333333333334	1.0
devrimci	evrimci	0.875	1.0
devriye	tevriye	0.8571428571428572	1.0
devşirim	devşirme	0.75	1.0
devşirim	çevirim	0.75	1.0
devşirme	devşirmeci	0.8	1.0
devşirme	evirme	0.75	1.0
devşirme	çevirme	0.75	1.0
dezenfeksiyon	enfeksiyon	0.7692307692307692	1.0
dezenflasyon	enflasyon	0.75	1.0
dezenformasyon	enformasyon	0.7857142857142857	1.0
değerbilirlik	değerlilik	0.7692307692307692	1.0
değerlendirilme	değerlendirme	0.8666666666666667	1.0
değerlendirme	heveslendirme	0.7692307692307692	1.0
değerlendirme	şereflendirme	0.7692307692307692	1.0
değerlilik	değersizlik	0.8181818181818181	1.0
değerlilik	geçerlilik	0.8	1.0
değerlilik	yeterlilik	0.8	1.0
değersizlik	değimsizlik	0.8181818181818181	1.0
değersizlik	geçersizlik	0.8181818181818181	1.0
değersizlik	yetersizlik	0.8181818181818181	1.0
değimsizlik	geçimsizlik	0.8181818181818181	1.0
değimsizlik	sevimsizlik	0.8181818181818181	1.0
değimsizlik	verimsizlik	0.8181818181818181	1.0
değini	değinti	0.8571428571428572	1.0
değinme	değişme	0.8571428571428572	1.0
değinti	eğinti	0.8571428571428572	1.0
değirmen	değirmenci	0.8	1.0
değirmen	değirmi	0.75	1.0
değirmen	değişken	0.75	1.0
değirmen	eğirmen	0.875	1.0
değirmen	eğitmen	0.75	1.0
değirmen	çevirmen	0.75	1.0
değirmenci	değirmencilik	0.7692307692307692	1.0
değişik	değişim	0.8571428571428572	1.0
değişim	değişimci	0.7777777777777778	1.0
değişim	değişinim	0.7777777777777778	1.0
değişimci	değişinimci	0.8181818181818181	1.0
değişimci	eğitimci	0.7777777777777778	1.0
değişinim	değişinimci	0.8181818181818181	1.0
değişinim	değiştirim	0.8	1.0
değişinimci	değişinimcilik	0.7857142857142857	1.0
değişke	değişken	0.875	1.0
değişke	değişme	0.8571428571428572	1.0
değişken	değişme	0.75	1.0
değiştirge	değiştirgeç	0.9090909090909091	1.0
değiştirge	değiştirim	0.8	1.0
değiştirge	değiştiriş	0.8	1.0
değiştirge	değiştirme	0.9	1.0
değiştirgeç	değiştirme	0.8181818181818181	1.0
değiştirici	değiştirim	0.8181818181818181	1.0
değiştirici	değiştiriş	0.8181818181818181	1.0
değiştirici	geliştirici	0.8181818181818181	1.0
değiştirici	yetiştirici	0.8181818181818181	1.0
değiştirici	çekiştirici	0.8181818181818181	1.0
değiştirim	değiştiriş	0.9	1.0
değiştirim	değiştirme	0.8	1.0
değiştirim	geliştirim	0.8	1.0
değiştirim	yetiştirim	0.8	1.0
değiştiriş	değiştirme	0.8	1.0
değiştirme	geliştirme	0.8	1.0
değiştirme	pekiştirme	0.8	1.0
değiştirme	yerdeğiştirme	0.7692307692307692	1.0
değiştirme	çekiştirme	0.8	1.0
değnek	değnekçi	0.75	1.0
değnekçilik	gelenekçilik	0.75	1.0
değnekçilik	kesenekçilik	0.75	1.0
dicotyledonae	dicotyledones	0.8461538461538461	1.0
diensefalon	telensefalon	0.75	1.0
difraksiyon	direksiyon	0.8181818181818181	1.0
diftong	triftong	0.75	1.0
difüzyon	füzyon	0.75	1.0
dikbaşlılık	dikkafalılık	0.75	1.0
dikelme	dinelme	0.8571428571428572	1.0
dikence	dikencik	0.75	1.0
dikence	dinlence	0.75	1.0
dikencik	dikenlik	0.875	1.0
dikencik	dilenci	0.75	1.0
dikenlik	dikizlik	0.75	1.0
dikenlik	dikmelik	0.75	1.0
dikenlik	etkenlik	0.75	1.0
dikenlik	çimenlik	0.75	1.0
dikici	dikizci	0.8571428571428572	1.0
dikici	dizici	0.8333333333333334	1.0
dikicilik	dikizcilik	0.9	1.0
dikicilik	dikişçilik	0.8	1.0
dikicilik	dilcilik	0.7777777777777778	1.0
dikicilik	dincilik	0.7777777777777778	1.0
dikicilik	dizgicilik	0.8	1.0
dikicilik	dizicilik	0.8888888888888888	1.0
dikicilik	ekicilik	0.7777777777777778	1.0
dikicilik	eskicilik	0.7777777777777778	1.0
dikicilik	ikicilik	0.8888888888888888	1.0
dikicilik	ikincilik	0.7777777777777778	1.0
dikicilik	iticilik	0.7777777777777778	1.0
dikicilik	içicilik	0.7777777777777778	1.0
dikicilik	içkicilik	0.7777777777777778	1.0
dikicilik	yiyicilik	0.7777777777777778	1.0
dikicilik	çekicilik	0.7777777777777778	1.0
dikicilik	çinicilik	0.7777777777777778	1.0
dikicilik	çivicilik	0.7777777777777778	1.0
dikicilik	çizicilik	0.7777777777777778	1.0
dikimevi	dökümevi	0.75	1.0
dikimevi	giyimevi	0.75	1.0
dikimevi	hekimevi	0.75	1.0
dikimevi	hâkimevi	0.75	1.0
dikimhane	dökümhane	0.7777777777777778	1.0
dikizci	dikizlik	0.75	1.0
dikizcilik	dikizlik	0.8	1.0
dikizcilik	dikişçilik	0.8	1.0
dikizcilik	dizicilik	0.8	1.0
dikizcilik	ikicilik	0.8	1.0
dikizcilik	ikincilik	0.8	1.0
dikizleniş	dikizleyiş	0.9	1.0
dikizletme	ikizleşme	0.8	1.0
dikizlik	dikmelik	0.75	1.0
dikizlik	dirilik	0.75	1.0
dikizlik	dirimlik	0.75	1.0
dikizlik	dirsizlik	0.7777777777777778	1.0
dikizlik	dizlik	0.75	1.0
dikizlik	dişilik	0.75	1.0
dikizlik	ikilik	0.75	1.0
dikizlik	sekizlik	0.75	1.0
dikizlik	titizlik	0.75	1.0
