w1	w2	editsim	wn_wup
fırlama	fıslama	0.8571428571428572	0.2
fırlama	kırtlama	0.75	0.22222222
fırlama	şırlama	0.8571428571428572	0.21052632
fırçacılık	fıçıcılık	0.8	0.17391305
fırçacılık	sıracılık	0.8	0.16666667
fırçalık	kırmalık	0.75	0.25
fıttırma	fışkırma	0.75	0.25
fıttırma	kıstırma	0.75	0.23529412
fıttırma	sıktırma	0.75	0.22222222
gabardin	gabari	0.75	0.25
gaiplik	hatiplik	0.75	0.23529412
gaiplik	katiplik	0.75	0.23529412
gaiplik	rahiplik	0.75	0.23529412
gaiplik	rakiplik	0.75	0.22222222
gaiplik	tabiplik	0.75	0.21052632
galebe	talebe	0.8333333333333334	0.22222222
galvaniz	galvano	0.75	0.22222222
gavurluk	kavukluk	0.75	0.23529412
geciktirme	gerektirme	0.8	0.23529412
geleme	gemleme	0.8571428571428572	0.22222222
geleme	geneleme	0.75	0.21052632
geleme	gezeleme	0.75	0.21052632
gelişimci	getirimci	0.7777777777777778	0.21052632
gelişimci	girişimci	0.7777777777777778	0.21052632
geliştirme	yetiştirme	0.8	0.23529412
gemicilik	sevicilik	0.7777777777777778	0.22222222
gemilik	geçimlik	0.75	0.22222222
gemilik	geçmelik	0.75	0.21052632
gemilik	resmilik	0.75	0.22222222
gemilik	semizlik	0.75	0.25
gemlik	gezlik	0.8333333333333334	0.21052632
gemlik	geçmelik	0.75	0.21052632
gemlik	kemlik	0.8333333333333334	0.22222222
gemlik	temlik	0.8333333333333334	0.22222222
genosit	lenfosit	0.75	0.17391305
genotip	stenotip	0.75	0.1904762
gerdellik	gerçeklik	0.7777777777777778	0.25
gereklilik	gevrekçilik	0.8181818181818181	0.23529412
gereklilik	görevlilik	0.8	0.25
getirme	çektirme	0.75	0.22222222
getirtme	seğirtme	0.75	0.2
gevenlik	gevezelik	0.7777777777777778	0.25
gevrek	levrek	0.8333333333333334	0.25
gevreklik	çevrelik	0.7777777777777778	0.25
gezdirme	yedirme	0.75	0.22222222
gezdirme	yeldirme	0.75	0.21052632
geçerlik	leçelik	0.75	0.23529412
geçimlik	resimlik	0.75	0.21052632
geçmelik	leçelik	0.75	0.21052632
girimlik	giritli	0.75	0.17391305
giritli	girişlik	0.75	0.21052632
giysilik	gizlilik	0.75	0.25
giysilik	isilik	0.75	0.22222222
gizlilik	çizgilik	0.75	0.22222222
godoşluk	lodosluk	0.75	0.1904762
grafit	granit	0.8333333333333334	0.23529412
granat	granit	0.8333333333333334	0.23529412
grekoromen	rekortmen	0.8	0.2
gördek	gördes	0.8333333333333334	0.16
gördek	çördek	0.8333333333333334	0.15384616
görececilik	güvencecilik	0.75	0.1904762
görücü	göçürücü	0.75	0.1904762
görünge	yörünge	0.8571428571428572	0.21052632
gösteren	köstere	0.75	0.21052632
gösterme	köstere	0.75	0.25
gözleyici	izleyici	0.7777777777777778	0.2
göçürücü	sömürücü	0.75	0.1904762
gübürcü	gümbürtü	0.75	0.2
hafiye	haşiye	0.8333333333333334	0.18181819
hahamlık	hamamlık	0.875	0.23529412
halalık	hamamlık	0.75	0.23529412
halalık	kalçalık	0.75	0.25
halalık	salmalık	0.75	0.25
halalık	talazlık	0.75	0.25
halaza	halazade	0.75	0.16
halkalılar	halkapınar	0.8	0.2
halkiyat	hulliyat	0.75	0.25
hamaliye	kemaliye	0.75	0.1904762
hamallık	hamamlık	0.875	0.23529412
hamallık	hardallık	0.7777777777777778	0.25
hamallık	samanlık	0.75	0.22222222
hamamlık	hanımlık	0.75	0.25
hamamlık	haraplık	0.75	0.25
hamamlık	hasımlık	0.75	0.25
hamamlık	imamlık	0.75	0.2
hamamlık	yamyamlık	0.7777777777777778	0.23529412
hamamlık	şamanlık	0.75	0.21052632
hancılık	mancınık	0.75	0.2
hanımlık	lazımlık	0.75	0.25
hapçılık	harçlık	0.75	0.25
hapşırma	kaptırma	0.75	0.1904762
hapşırma	saptırma	0.75	0.17391305
harabelik	karadelik	0.7777777777777778	0.23529412
hardaliye	sardalye	0.7777777777777778	0.13793103
haritacı	marinacı	0.75	0.18181819
haritalık	hastalık	0.7777777777777778	0.25
haritalık	haytalık	0.7777777777777778	0.21052632
harmani	harmoni	0.8571428571428572	0.23529412
harmanlık	sarbanlık	0.7777777777777778	0.23529412
harmanlık	yazmanlık	0.7777777777777778	0.23529412
harmanlık	şamanlık	0.7777777777777778	0.25
hastalık	kasalık	0.75	0.23529412
hastel	hostel	0.8333333333333334	0.23529412
hasutluk	tabutluk	0.75	0.22222222
havana	savana	0.8333333333333334	0.21052632
havarilik	süvarilik	0.7777777777777778	0.22222222
hayranlık	hayvancık	0.7777777777777778	0.25
hayranlık	çaydanlık	0.7777777777777778	0.21052632
haytalık	kayalık	0.75	0.21052632
haytalık	yayalık	0.75	0.21052632
hayvanlık	çaydanlık	0.7777777777777778	0.21052632
hazırlık	lazımlık	0.75	0.22222222
hazırlık	mazılık	0.75	0.25
hazırlık	çayırlık	0.75	0.23529412
haşlama	hoşlanma	0.75	0.25
haşlama	hışlama	0.8571428571428572	0.23529412
haşlama	taşlaşma	0.75	0.23529412
hediye	hâdiye	0.8333333333333334	0.22222222
hekimlik	resimlik	0.75	0.18181819
hektar	nektar	0.8333333333333334	0.25
heriflik	serinlik	0.75	0.23529412
herkes	hermes	0.8333333333333334	0.21052632
hezliyat	hulliyat	0.75	0.22222222
hikayeci	himayeci	0.875	0.17391305
hikâyeci	himayeci	0.75	0.17391305
hilecilik	kilercilik	0.8	0.2
hisarcık	hıyarcık	0.75	0.2
hitlercilik	kilercilik	0.8181818181818181	0.22222222
hocalık	kocalık	0.8571428571428572	0.21052632
hocalık	yoncalık	0.75	0.25
hollanda	hoşlanma	0.75	0.22222222
hurmalık	kurmaylık	0.7777777777777778	0.25
hurmalık	susmalık	0.75	0.2
hürriyet	zürriyet	0.875	0.23529412
hıyarcık	hızarcı	0.75	0.18181819
hıyarcık	çınarcık	0.75	0.2
ibnelik	vişnelik	0.75	0.23529412
iftira	ihtira	0.8333333333333334	0.25
ihbariye	ihsaniye	0.75	0.22222222
ihmalcilik	ihtilalcilik	0.75	0.22222222
ihrakiye	ikramiye	0.75	0.23529412
ihrakiye	imsakiye	0.75	0.25
ihrakiye	iradiye	0.75	0.23529412
ihsaniye	imaniye	0.75	0.23529412
ihsaniye	imsakiye	0.75	0.23529412
ihsaniye	intaniye	0.75	0.22222222
ihsaniye	irsaliye	0.75	0.23529412
ihtida	ihtira	0.8333333333333334	0.23529412
ihtilam	istilzam	0.75	0.25
ihtira	ihtiras	0.8571428571428572	0.23529412
ikileme	iyileşme	0.75	0.22222222
ikircik	zivircik	0.75	0.23529412
ikizleşme	âcizleşme	0.7777777777777778	0.21052632
ilahlaştırma	islamlaştırma	0.8461538461538461	0.23529412
ilancılık	oğlancılık	0.8	0.22222222
ilericilik	kilercilik	0.8	0.25
iletme	işletmen	0.75	0.22222222
ilgililer	ingilizler	0.8	0.17391305
ilmihal	izmihlal	0.75	0.23529412
imalatçı	imdatçı	0.75	0.23529412
imaniye	osmaniye	0.75	0.23529412
imaniye	ümraniye	0.75	0.23529412
imgeci	simgeci	0.8571428571428572	0.17391305
imtisal	imtisas	0.8571428571428572	0.23529412
incirlik	izcilik	0.75	0.21052632
incirlik	kincilik	0.75	0.1904762
indirme	sindirme	0.875	0.23529412
inilti	ipilti	0.8333333333333334	0.22222222
integrasyon	iterasyon	0.8181818181818181	0.22222222
intifa	intiha	0.8333333333333334	0.25
intiha	intihal	0.8571428571428572	0.1904762
intiha	intihap	0.8571428571428572	0.25
intiha	iştiha	0.8333333333333334	0.22222222
iradiye	muradiye	0.75	0.22222222
iranlı	tiranlık	0.75	0.2
irtical	irtihal	0.8571428571428572	0.25
irtical	istical	0.8571428571428572	0.25
isevilik	ivedilik	0.75	0.23529412
isevilik	servilik	0.75	0.23529412
iskarpin	iskorpit	0.75	0.17391305
iskorbüt	iskorpit	0.75	0.24
iskota	ıskota	0.8333333333333334	0.25
islamlaştırma	kolaylaştırma	0.7692307692307692	0.23529412
islamlaştırma	ussallaştırma	0.7692307692307692	0.22222222
islâhiye	islâmiyet	0.7777777777777778	0.2
ispari	ispati	0.8333333333333334	0.18181819
israfil	israil	0.8571428571428572	0.21052632
istavrit	istavroz	0.75	0.15384616
istibat	istihbar	0.75	0.22222222
istibat	istimbot	0.75	0.16
istical	isticar	0.8571428571428572	0.23529412
istical	isticvap	0.75	0.23529412
istical	istihsal	0.75	0.23529412
istical	istimal	0.8571428571428572	0.23529412
istida	istika	0.8333333333333334	0.25
istifa	istifra	0.8571428571428572	0.25
istifa	istika	0.8333333333333334	0.22222222
istifham	istifra	0.75	0.23529412
istifham	istilzam	0.75	0.25
istifra	istifsar	0.75	0.25
istifra	istihraç	0.75	0.23529412
istifra	istikra	0.8571428571428572	0.23529412
istifra	istikrah	0.75	0.25
istifra	istikrar	0.75	0.25
istifra	istimara	0.75	0.25
istifra	istimrar	0.75	0.23529412
istifra	istiğrak	0.75	0.23529412
istihdaf	istihza	0.75	0.25
istihfaf	istihza	0.75	0.25
istihkak	istihza	0.75	0.23529412
istihkak	istika	0.75	0.2
istihkar	istika	0.75	0.25
istihlak	istimlak	0.875	0.25
istihlak	istimlâk	0.75	0.25
istihraç	istihza	0.75	0.25
istihsal	istihza	0.75	0.25
istika	istikbal	0.75	0.21052632
istika	istiklal	0.75	0.23529412
istika	istikra	0.8571428571428572	0.21052632
istika	istikrah	0.75	0.22222222
istika	istikrar	0.75	0.22222222
istika	istikraz	0.75	0.23529412
istika	istikşaf	0.75	0.2
istika	istila	0.8333333333333334	0.23529412
istika	istinkaf	0.75	0.22222222
istika	istiskal	0.75	0.23529412
istika	istiva	0.8333333333333334	0.16666667
istikbal	itikal	0.75	0.22222222
istikbâl	itikâl	0.75	0.22222222
istiklal	itikal	0.75	0.25
istiklâl	itikâl	0.75	0.25
istimara	istimna	0.75	0.23529412
istimbot	istimdat	0.75	0.1904762
istimdat	istimna	0.75	0.22222222
istimlak	istimna	0.75	0.21052632
istimna	istimrar	0.75	0.22222222
istimna	istimzaç	0.75	0.23529412
istimna	istisna	0.8571428571428572	0.25
istinabe	istinas	0.75	0.25
istinaf	istinas	0.8571428571428572	0.22222222
istinas	istintak	0.75	0.25
istinga	istinkaf	0.75	0.23529412
istinga	istinsah	0.75	0.1904762
istinga	istintak	0.75	0.22222222
istinsah	üstinsan	0.75	0.18181819
istiskal	itikal	0.75	0.25
italyalı	itayağı	0.75	0.16666667
itikaf	itikal	0.8333333333333334	0.22222222
itikâf	itikâl	0.8333333333333334	0.22222222
ivedilik	velilik	0.75	0.23529412
iyelik	midyelik	0.75	0.21052632
iyonlaşma	yozlaşma	0.7777777777777778	0.25
izcilik	çizgilik	0.75	0.22222222
iştial	iştigal	0.8571428571428572	0.1904762
işçelik	vişnelik	0.75	0.18181819
jenosit	lenfosit	0.75	0.17391305
kababurun	karaburun	0.8888888888888888	0.16
kabaklık	kavaklık	0.875	0.25
kabaklık	kızaklık	0.75	0.23529412
kabalist	kemalist	0.75	0.1904762
kabalık	kalçalık	0.75	0.25
kabalık	kasalık	0.8571428571428572	0.25
kabalık	kavaklık	0.75	0.23529412
kabalık	kağanlık	0.75	0.25
kabana	kabara	0.8333333333333334	0.23529412
kabana	kadana	0.8333333333333334	0.1904762
kabana	katana	0.8333333333333334	0.1904762
kabara	kabarma	0.8571428571428572	0.22222222
kabara	kamara	0.8333333333333334	0.23529412
kabartı	kaşbastı	0.75	0.21052632
kabuklanma	sabuklama	0.8	0.22222222
kabuklanma	sabuklanma	0.9	0.22222222
kabzımal	kazıma	0.75	0.17391305
kadastro	kalastra	0.75	0.18181819
kadercilik	kilercilik	0.8	0.21052632
kadraj	kadran	0.8333333333333334	0.2
kadıncık	kalınlık	0.75	0.1904762
kadıncık	kayınlık	0.75	0.21052632
kadırga	kaldırma	0.75	0.17391305
kadırga	kandırma	0.75	0.2
kadırga	kasırga	0.8571428571428572	0.24
kadırga	kaydırma	0.75	0.21052632
kahinlik	tahinli	0.75	0.18181819
kahire	zahire	0.8333333333333334	0.22222222
kahpelik	kaimelik	0.75	0.1904762
kahpelik	küpelik	0.75	0.22222222
kahramanlık	karamanlı	0.8181818181818181	0.25
kaimelik	kaşmerlik	0.7777777777777778	0.21052632
kakıntı	kakırtı	0.8571428571428572	0.22222222
kakıntı	karıntı	0.8571428571428572	0.22222222
kakıntı	kaşıntı	0.8571428571428572	0.2
kakıntı	sakıntı	0.8571428571428572	0.2
kakıntı	çakıntı	0.8571428571428572	0.21052632
kalamar	kalamazo	0.75	0.1904762
kalamar	palamar	0.8571428571428572	0.2
kalandır	palandız	0.75	0.23529412
kaldırma	kandıra	0.75	0.2
kaldırma	kaptırma	0.75	0.18181819
kaldırım	saldırı	0.75	0.23529412
kaldırım	saldırış	0.75	0.23529412
kaldırım	yazdırım	0.75	0.22222222
kaleci	keleci	0.8333333333333334	0.21052632
kaleci	köleci	0.8333333333333334	0.22222222
kalemlik	keleklik	0.75	0.23529412
kalemlik	keleşlik	0.75	0.23529412
kalemlik	kemlik	0.75	0.2
kalemlik	kölelik	0.75	0.23529412
kalemlik	zalimlik	0.75	0.23529412
kalfalık	kasalık	0.75	0.21052632
kalfalık	kayalık	0.75	0.22222222
kalfalık	kofalık	0.75	0.22222222
kalfalık	maltalık	0.75	0.21052632
kalfalık	palalık	0.75	0.17391305
kalfalık	salmalık	0.75	0.21052632
kalifikasyon	modifikasyon	0.75	0.25
kalinis	kaolinit	0.75	0.15384616
kalkınma	yakınma	0.75	0.25
kalsifikasyon	kodifikasyon	0.7692307692307692	0.22222222
kaltaklık	kavaklık	0.7777777777777778	0.25
kalçalık	karalık	0.75	0.17391305
kalçalık	lalalık	0.75	0.22222222
kalıklık	kavaklık	0.75	0.25
kalınlık	karıncık	0.75	0.23529412
kalınlık	kağanlık	0.75	0.23529412
kalınlık	çalılık	0.75	0.25
kalıplaşma	katılaşma	0.8	0.23529412
kalıtım	kayıtım	0.8571428571428572	0.25
kamaracı	kayracı	0.75	0.17391305
kambiyum	kombiyum	0.875	0.21052632
kambriyen	kameriye	0.7777777777777778	0.21052632
kamburluk	nalburluk	0.7777777777777778	0.23529412
kampana	kampanya	0.875	0.21052632
kampanya	kumanya	0.75	0.22222222
kampanya	şampanya	0.875	0.16666667
kanalcık	karalık	0.75	0.1904762
kanalizasyon	kapitalizasyon	0.7857142857142857	0.23529412
kanalizasyon	lokalizasyon	0.75	0.2
kanama	kantarma	0.75	0.22222222
kanarya	kantarma	0.75	0.1904762
kanarya	kaynarca	0.75	0.21052632
kanata	kaynatma	0.75	0.21052632
kanatçık	kavatlık	0.75	0.21052632
kancur	pancur	0.8333333333333334	0.17391305
kandaşlık	yanaşlık	0.7777777777777778	0.2
kandıra	kandırma	0.875	0.23529412
kandıra	kaydırma	0.75	0.25
kandırma	kantarma	0.75	0.25
kandırma	kaptırma	0.75	0.21052632
kandırma	kındıra	0.75	0.2
kandırma	mandıra	0.75	0.23529412
kantaron	kanton	0.75	0.2
kanton	kantonit	0.75	0.21052632
kanunlaşma	sabunlaşma	0.8	0.21052632
kanıklık	kavaklık	0.75	0.23529412
kapaklık	karalık	0.75	0.23529412
kapaniçe	kapasite	0.75	0.23529412
kapantı	kapıaltı	0.75	0.23529412
kapsayıcı	saptayıcı	0.7777777777777778	0.23529412
kaptanlık	kağanlık	0.7777777777777778	0.25
kaptırma	katılma	0.75	0.21052632
kaptırma	kaydırma	0.75	0.22222222
kaptırma	kaçırma	0.75	0.16666667
kapuçin	kapuçino	0.875	0.25
karaballık	karahallı	0.8	0.21052632
karabiber	karabinyer	0.8	0.21052632
karaboya	paranoya	0.75	0.1904762
karabulut	karaburun	0.7777777777777778	0.22222222
karacasu	karasu	0.75	0.21052632
karakeme	kareleme	0.75	0.22222222
karakoca	karayca	0.75	0.1904762
karakter	kraker	0.75	0.25
karakış	karkamış	0.75	0.23529412
karalık	kavaklık	0.75	0.16666667
karalık	kağanlık	0.75	0.17391305
karalık	kirazlık	0.75	0.16
karalık	yarmalık	0.75	0.17391305
karamandola	karmanyola	0.8181818181818181	0.23529412
karambol	karamel	0.75	0.23529412
karataban	karaçoban	0.7777777777777778	0.22222222
karavan	karnaval	0.75	0.22222222
karavaş	karnaval	0.75	0.2
karavel	karayel	0.8571428571428572	0.25
karavel	karnaval	0.75	0.1904762
karayaka	karayca	0.75	0.16
kardelen	kurdeşen	0.75	0.21428572
kargılık	karşılık	0.875	0.25
kargılık	kırgınlık	0.7777777777777778	0.25
kargılık	sangılık	0.75	0.25
kargılık	sarılık	0.75	0.23529412
kargılık	yargıçlık	0.7777777777777778	0.22222222
karluk	kartuk	0.8333333333333334	0.23529412
karluk	korluk	0.8333333333333334	0.23529412
karlık	karşılık	0.75	0.25
karlık	kibarlık	0.75	0.25
karmanyola	kastanyola	0.8	0.21052632
kartlık	karşılık	0.75	0.2
kartlık	karşıtlık	0.7777777777777778	0.23529412
kartlık	kavatlık	0.75	0.18181819
karıncık	karıntı	0.75	0.23529412
karındaş	karınsa	0.75	0.2
karınma	kaçınma	0.8571428571428572	0.25
karıntası	karıntı	0.7777777777777778	0.23529412
karıntı	kayıntı	0.8571428571428572	0.25
karıntı	kırkıntı	0.75	0.25
kasalık	kavaflık	0.75	0.21052632
kasalık	kavaslık	0.75	0.21052632
kasalık	kavatlık	0.75	0.21052632
kasalık	kesatlık	0.75	0.22222222
kasidecilik	tasfiyecilik	0.75	0.22222222
kasket	kasvet	0.8333333333333334	0.22222222
kasnakçı	kaynakça	0.75	0.22222222
katarakt	katrak	0.75	0.2
katarakt	katrat	0.75	0.25
katarlı	katırlık	0.75	0.23529412
katrancı	kavramcı	0.75	0.2
katrancı	kayracı	0.75	0.2
katılaşma	yapılaşma	0.7777777777777778	0.23529412
katılık	çatkılık	0.75	0.23529412
kavaflık	kavaklık	0.875	0.2
kavaflık	kavlık	0.75	0.21052632
kavaflık	kayalık	0.75	0.22222222
kavaflık	kağanlık	0.75	0.21052632
kavaflık	kovanlık	0.75	0.21052632
kavaklık	kaypaklık	0.7777777777777778	0.25
kavaklık	kaçmaklık	0.7777777777777778	0.25
kavaklık	kaçıklık	0.75	0.25
kavaklık	kovalık	0.75	0.25
kavaklık	kıvraklık	0.7777777777777778	0.25
kavaracı	kayracı	0.75	0.23529412
kavaslık	kayalık	0.75	0.22222222
kavaslık	kağanlık	0.75	0.21052632
kavaslık	kovanlık	0.75	0.21052632
kavatlık	kayalık	0.75	0.22222222
kavatlık	kağanlık	0.75	0.21052632
kavatlık	kovanlık	0.75	0.21052632
kavatlık	maşatlık	0.75	0.22222222
kavlağan	kurlağan	0.75	0.17391305
kavlık	kavlıç	0.8333333333333334	0.21052632
kavrukluk	kavukluk	0.8888888888888888	0.18181819
kavukluk	konukluk	0.75	0.23529412
kavukluk	kopukluk	0.75	0.22222222
kavukluk	savrukluk	0.7777777777777778	0.23529412
kavukluk	yavuzluk	0.75	0.23529412
kavukluk	çabukluk	0.75	0.21052632
kavukluk	çavuşluk	0.75	0.2
kavunculuk	sabunculuk	0.8	0.1904762
kavurmaç	kavuşma	0.75	0.21052632
kavurmaç	savurma	0.75	0.21052632
kayabaşı	çaybaşı	0.75	0.21052632
kayakçı	kaynakça	0.75	0.22222222
kayalık	mafyalık	0.75	0.23529412
kaymakçı	kaynakça	0.75	0.2
kaynaşlı	kaynaşma	0.75	0.22222222
kayracılık	kiracılık	0.8	0.2
kayıntı	kaşıntı	0.8571428571428572	0.22222222
kayırma	kaçırma	0.8571428571428572	0.25
kazaska	kazasker	0.75	0.2
kaçıntı	kaşıntı	0.8571428571428572	0.21052632
kağanlık	nadanlık	0.75	0.22222222
kağanlık	zağarlık	0.75	0.2
kağanlık	şamanlık	0.75	0.22222222
kefaret	sefaret	0.8571428571428572	0.22222222
kekelik	kemrelik	0.75	0.23529412
kekelik	kesmelik	0.75	0.22222222
kekelik	tekmelik	0.75	0.22222222
keklik	keleklik	0.75	0.22222222
keklik	kellik	0.8333333333333334	0.2
keklik	kemlik	0.8333333333333334	0.1904762
keklik	kesiklik	0.75	0.2
keklik	köpeklik	0.75	0.2
keklik	köçeklik	0.75	0.21052632
keklik	peklik	0.8333333333333334	0.21052632
keklik	ürkeklik	0.75	0.22222222
keleci	keçeci	0.8333333333333334	0.2
kelepir	kelepser	0.75	0.1904762
kelime	kerime	0.8333333333333334	0.21052632
kemikçik	kesiklik	0.75	0.2
kemikçik	komiklik	0.75	0.22222222
kemlik	kemrelik	0.75	0.23529412
kemlik	kesmelik	0.75	0.22222222
kenarlık	kesatlık	0.75	0.23529412
kenarlık	kibarlık	0.75	0.25
kendilik	kendirik	0.875	0.23529412
kereviz	kerteriz	0.75	0.22222222
kerime	kertme	0.8333333333333334	0.18181819
kesiklik	resimlik	0.75	0.22222222
kesinleme	keşişleme	0.7777777777777778	0.22222222
kesmelik	resmilik	0.75	0.22222222
kesmelik	resmîlik	0.75	0.22222222
keşişleme	çeşitleme	0.7777777777777778	0.22222222
kibarlık	kirazlık	0.75	0.21052632
kiklotron	kiloton	0.7777777777777778	0.2
kilercilik	kilimcilik	0.8	0.21052632
kilercilik	çilecilik	0.8	0.22222222
kiloton	ksilofon	0.75	0.18181819
kimyacılık	kiracılık	0.8	0.1904762
kiracılık	kralcılık	0.7777777777777778	0.22222222
kiracılık	kuramcılık	0.8	0.22222222
kiracılık	kurmacılık	0.8	0.21052632
kiracılık	kırıcılık	0.7777777777777778	0.22222222
kiracılık	şıracılık	0.7777777777777778	0.1904762
kiralayıcı	sıralayıcı	0.8	0.1904762
kirazlık	kurnazlık	0.7777777777777778	0.23529412
kirazlık	tiranlık	0.75	0.21052632
kirman	kirmen	0.8333333333333334	0.21052632
kirman	virman	0.8333333333333334	0.25
kispet	nispet	0.8333333333333334	0.25
kokozluk	kozluk	0.75	0.23529412
kokuşma	korkulma	0.75	0.25
kolancılık	oğlancılık	0.8	0.23529412
kolculuk	korkuluk	0.75	0.23529412
kolodyum	kolokyum	0.875	0.2
kolombiyum	kombiyum	0.8	0.25
kondom	kondor	0.8333333333333334	0.16666667
konservatif	konservatör	0.8181818181818181	0.17391305
konservatuar	konservatör	0.8333333333333334	0.18181819
konservatuar	observatuvar	0.75	0.21052632
konservatuvar	konservatör	0.7692307692307692	0.18181819
konservatuvar	observatuvar	0.8461538461538461	0.21052632
konsol	konsolit	0.75	0.18181819
konsolit	konsolos	0.75	0.14285715
kontekst	kontes	0.75	0.22222222
kontluk	konukluk	0.75	0.23529412
kontluk	koşutluk	0.75	0.23529412
kontraksiyon	konvansiyon	0.75	0.24
kontraksiyon	konveksiyon	0.75	0.21052632
kontralto	kontrast	0.7777777777777778	0.23529412
kontralto	kontrat	0.7777777777777778	0.15384616
kontrat	kontrbas	0.75	0.16666667
kontratak	kontrplak	0.7777777777777778	0.2
kontrplak	kontrpuan	0.7777777777777778	0.22222222
konuşmacı	korumacı	0.7777777777777778	0.18181819
kopukluk	solukluk	0.75	0.25
korida	koroidea	0.75	0.1904762
korint	korist	0.8333333333333334	0.17391305
korkma	kırkma	0.8333333333333334	0.21052632
korkuluk	koruculuk	0.7777777777777778	0.23529412
korluk	koçluk	0.8333333333333334	0.2
korluk	morluk	0.8333333333333334	0.2
korluk	torluk	0.8333333333333334	0.23529412
korluk	zorluk	0.8333333333333334	0.25
kornea	korner	0.8333333333333334	0.2
korner	kornet	0.8333333333333334	0.2
korner	koroner	0.8571428571428572	0.1904762
korsanlık	kovanlık	0.7777777777777778	0.21052632
korsanlık	kürdanlık	0.7777777777777778	0.2
korucuk	kovucuk	0.8571428571428572	0.17391305
korumacı	kırmacı	0.75	0.1904762
korumalık	korungalık	0.8	0.22222222
korunga	korunma	0.8571428571428572	0.22222222
koster	poster	0.8333333333333334	0.23529412
koterizasyon	vinterizasyon	0.7692307692307692	0.21052632
kovanlık	ozanlık	0.75	0.2
kovanlık	çobanlık	0.75	0.21052632
kozluk	koçluk	0.8333333333333334	0.21052632
kozluk	yozluk	0.8333333333333334	0.23529412
krizolit	pizolit	0.75	0.25
kuburluk	kuruluk	0.75	0.22222222
kuburluk	oburluk	0.75	0.23529412
kuklalık	kulaklık	0.75	0.21052632
kulaklık	uşaklık	0.75	0.22222222
kulaklık	çolaklık	0.75	0.21052632
kulakçık	kuraklık	0.75	0.21052632
kulunluk	kuruluk	0.75	0.23529412
kulunluk	puluçluk	0.75	0.25
kulunluk	sululuk	0.75	0.25
kulunluk	ululuk	0.75	0.25
kumanca	kumanya	0.8571428571428572	0.25
kumpanya	şampanya	0.75	0.25
kuraklık	kurmaylık	0.7777777777777778	0.25
kuraklık	uşaklık	0.75	0.22222222
kurama	kurtarma	0.75	0.21052632
kurlağan	kurtalan	0.75	0.2
kurlağan	urağan	0.75	0.16666667
kurlağan	şırlağan	0.75	0.1904762
kursiyer	kutsiyet	0.75	0.23529412
kuruntu	kurşuncu	0.75	0.21052632
kuruntu	kusuntu	0.8571428571428572	0.23529412
kârlık	yârlık	0.8333333333333334	0.23529412
kökleme	körükleme	0.7777777777777778	0.25
kökleme	kötüleme	0.75	0.25
kökleme	köyleşme	0.75	0.25
kökleme	köşeleme	0.75	0.25
köpeklik	küpelik	0.75	0.23529412
köprüleme	körükleme	0.7777777777777778	0.22222222
köprüleme	kötüleme	0.7777777777777778	0.22222222
körebe	köreşe	0.8333333333333334	0.21052632
kötüleme	közleme	0.75	0.23529412
köyleşme	közleme	0.75	0.23529412
közleme	köşeleme	0.75	0.23529412
közleme	sözlenme	0.75	0.23529412
közleme	sözleşme	0.75	0.2
közleme	özleme	0.8571428571428572	0.23529412
küfranlık	kürdanlık	0.7777777777777778	0.21052632
küpelik	züppelik	0.75	0.25
kıkırdak	kıkırlık	0.75	0.21052632
kıkırlık	kırlık	0.75	0.23529412
kıkırlık	kısımlık	0.75	0.23529412
kıkırlık	kıyılık	0.75	0.22222222
kıkırlık	mısırlık	0.75	0.23529412
kınacık	çınarcık	0.75	0.2
kındıra	kırdırma	0.75	0.1904762
kırdırma	kıstırma	0.75	0.23529412
kırkma	kırpma	0.8333333333333334	0.17391305
kırkıntı	ıkıntı	0.75	0.23529412
kırıklık	kızaklık	0.75	0.23529412
kırıntı	kıvrantı	0.75	0.25
kıstırma	kızdırma	0.75	0.23529412
kısırlaştırma	sıvılaştırma	0.7692307692307692	0.22222222
kısırlık	mısırlı	0.75	0.22222222
kıtlık	çıtlık	0.8333333333333334	0.25
kıvraklık	kızaklık	0.7777777777777778	0.23529412
kıyafet	kıyamet	0.8571428571428572	0.25
laksatif	lokatif	0.75	0.21052632
lakçılık	saksılık	0.75	0.22222222
lalalık	salmalık	0.75	0.22222222
lalalık	talazlık	0.75	0.22222222
lalanga	salangan	0.75	0.17391305
laminat	tazminat	0.75	0.2
laterit	planerit	0.75	0.25
laterna	platerina	0.7777777777777778	0.17391305
lazımlık	satımlık	0.75	0.1904762
lazımlık	tanımlık	0.75	0.18181819
lazımlık	yarımlık	0.75	0.25
lektör	vektör	0.8333333333333334	0.2
leylek	leylâk	0.8333333333333334	0.16666667
liderlik	siperlik	0.75	0.25
lokantacılık	noktacılık	0.75	0.21052632
lokmacılık	noktacılık	0.8	0.22222222
lostra	mostra	0.8333333333333334	0.1904762
losyon	nosyon	0.8333333333333334	0.23529412
macunluk	mahcupluk	0.7777777777777778	0.21052632
macunluk	maoculuk	0.75	0.22222222
macunluk	masonluk	0.75	0.22222222
macunluk	masumluk	0.75	0.23529412
macunluk	maymunluk	0.7777777777777778	0.22222222
madalya	padalya	0.8571428571428572	0.2
madalyon	matafyon	0.75	0.2
madencilik	medenilik	0.8	0.23529412
madensi	mandepsi	0.75	0.23529412
mafyalık	mahyalık	0.875	0.22222222
mafyalık	maltalık	0.75	0.22222222
