w1	w2	editsim	wn_lch
carting	farting	0.8571428571428572	0.20541490126145234
cartouch	crouch	0.75	0.1905514124267734
cascara	cashcard	0.75	0.2377943502929065
casement	easement	0.875	0.1905514124267734
casing	castling	0.75	0.2377943502929065
casque	masque	0.8333333333333334	0.1905514124267734
castanea	castanets	0.7777777777777778	0.20541490126145234
castilleia	castillian	0.8	0.2377943502929065
castle	cattle	0.8333333333333334	0.1905514124267734
castling	catling	0.875	0.16303771126278205
castling	scantling	0.7777777777777778	0.17645049711225924
castling	coastline	0.7777777777777778	0.20541490126145234
castling	gatling	0.75	0.2377943502929065
castration	masturbation	0.75	0.22112818235779563
catalectic	cataleptic	0.9	0.22112818235779563
cataplasia	cataplasm	0.8	0.22112818235779563
catching	catling	0.75	0.20541490126145234
catching	catechin	0.75	0.2377943502929065
catchword	patchcord	0.7777777777777778	0.2377943502929065
catering	catling	0.75	0.1905514124267734
cathari	cathartid	0.7777777777777778	0.16303771126278205
cathari	catharsis	0.7777777777777778	0.20541490126145234
catharsis	cathartid	0.7777777777777778	0.12632891956379272
catharsis	cathartes	0.7777777777777778	0.22112818235779563
cation	vacation	0.75	0.2377943502929065
catling	crawling	0.75	0.16303771126278205
catling	rattling	0.75	0.1905514124267734
catling	caulking	0.75	0.22112818235779563
cattle	tattle	0.8333333333333334	0.12632891956379272
cauldron	chaldron	0.75	0.20541490126145234
caulking	hauling	0.75	0.2377943502929065
caulking	walking	0.75	0.2377943502929065
cauterisation	factorisation	0.7692307692307692	0.22112818235779563
cauterization	factorization	0.7692307692307692	0.22112818235779563
caviller	chiller	0.75	0.2377943502929065
ceaselessness	eyelessness	0.7692307692307692	0.2377943502929065
cellaret	claret	0.75	0.22112818235779563
cemetery	demeter	0.75	0.20541490126145234
centare	centaury	0.75	0.20541490126145234
centaury	century	0.875	0.22112818235779563
centile	centriole	0.7777777777777778	0.20541490126145234
centrifugation	gentrification	0.7857142857142857	0.2377943502929065
cerberus	cereus	0.75	0.22112818235779563
ceremony	cremona	0.75	0.2377943502929065
cereus	nereus	0.8333333333333334	0.2377943502929065
cerulean	cerumen	0.75	0.22112818235779563
cesarean	cetacean	0.75	0.1905514124267734
cetraria	etruria	0.75	0.2377943502929065
chaeta	chahta	0.8333333333333334	0.2377943502929065
chagatai	chigetai	0.75	0.10432457268131029
chagatai	chapati	0.75	0.22112818235779563
chagatai	chapatti	0.75	0.22112818235779563
chaise	chasse	0.8333333333333334	0.16303771126278205
chaldron	chamfron	0.75	0.1905514124267734
chaldron	chanfron	0.75	0.1905514124267734
chaldron	hadron	0.75	0.22112818235779563
chaldron	charon	0.75	0.2377943502929065
chamomile	chamosite	0.7777777777777778	0.2377943502929065
chancery	chancre	0.75	0.2377943502929065
chandelier	chandelle	0.8	0.20541490126145234
chanter	chatter	0.8571428571428572	0.20541490126145234
chanter	chapter	0.8571428571428572	0.22112818235779563
chanter	charter	0.8571428571428572	0.22112818235779563
chanting	panting	0.75	0.2377943502929065
chanting	shantung	0.75	0.2377943502929065
charades	rhagades	0.75	0.2377943502929065
charcot	chariot	0.8571428571428572	0.20541490126145234
chariness	harness	0.7777777777777778	0.2377943502929065
charivari	harikari	0.7777777777777778	0.20541490126145234
chartism	chrism	0.75	0.1905514124267734
chastening	christening	0.8181818181818181	0.2377943502929065
cheating	sheathing	0.7777777777777778	0.22112818235779563
cheating	creatin	0.75	0.20541490126145234
cheating	creatine	0.75	0.20541490126145234
cheating	eating	0.75	0.2377943502929065
cheating	heading	0.75	0.2377943502929065
cheating	sheeting	0.75	0.2377943502929065
cheering	cheewink	0.75	0.16303771126278205
cheering	shearing	0.75	0.2377943502929065
cheewink	chewing	0.75	0.1380288800733184
chemakum	chimakum	0.875	0.2377943502929065
cheremis	pheresis	0.75	0.20541490126145234
chewing	screwing	0.75	0.2377943502929065
chicha	chitchat	0.75	0.20541490126145234
childishness	cliquishness	0.75	0.20541490126145234
chiller	schiller	0.875	0.22112818235779563
chiller	chiseller	0.7777777777777778	0.20541490126145234
chiller	chiseler	0.75	0.20541490126145234
chiller	thriller	0.75	0.20541490126145234
chilling	tilling	0.75	0.22112818235779563
chinchona	chishona	0.7777777777777778	0.1905514124267734
chirpiness	choppiness	0.8	0.22112818235779563
chlorate	chorale	0.75	0.2377943502929065
choline	chopine	0.8571428571428572	0.2377943502929065
chomping	chopine	0.75	0.20541490126145234
chomping	coping	0.75	0.22112818235779563
choppiness	happiness	0.8	0.2377943502929065
chorale	chordate	0.75	0.2377943502929065
chungking	chunking	0.8888888888888888	0.20541490126145234
chungking	clunking	0.7777777777777778	0.2377943502929065
chyloderma	heloderma	0.8	0.2377943502929065
chyloderma	hypoderma	0.8	0.2377943502929065
cisterna	cittern	0.75	0.22112818235779563
cistron	citron	0.8571428571428572	0.2377943502929065
cither	dither	0.8333333333333334	0.22112818235779563
civics	civies	0.8333333333333334	0.20541490126145234
clabber	clamber	0.8571428571428572	0.20541490126145234
cladding	plodding	0.75	0.2377943502929065
clamber	clumber	0.8571428571428572	0.1380288800733184
clamor	claymore	0.75	0.22112818235779563
clanger	colander	0.75	0.20541490126145234
clanger	cleanser	0.75	0.2377943502929065
clangour	langur	0.75	0.15024900644805075
clannishness	prankishness	0.75	0.1905514124267734
clapping	lapwing	0.75	0.17645049711225924
clarence	florence	0.75	0.2377943502929065
claret	clarinet	0.75	0.17645049711225924
clarification	claudication	0.7692307692307692	0.22112818235779563
classwork	glasswort	0.7777777777777778	0.17645049711225924
claudication	eradication	0.75	0.22112818235779563
cleaner	cleaver	0.8571428571428572	0.20541490126145234
cleanser	cleaver	0.75	0.1905514124267734
cleanser	leander	0.75	0.22112818235779563
cleaver	leaver	0.8571428571428572	0.2377943502929065
cleistes	cloister	0.75	0.2377943502929065
cleistes	leister	0.75	0.2377943502929065
clerisy	pleurisy	0.75	0.22112818235779563
climbing	limping	0.75	0.20541490126145234
climbing	limning	0.75	0.22112818235779563
clipping	limping	0.75	0.20541490126145234
cliquishness	liquidness	0.75	0.20541490126145234
clocking	lockring	0.75	0.20541490126145234
clocking	cloning	0.75	0.2377943502929065
cloister	clyster	0.75	0.17645049711225924
cloister	glister	0.75	0.2377943502929065
cloning	clothing	0.75	0.20541490126145234
cloning	clouding	0.75	0.20541490126145234
clonus	cronus	0.8333333333333334	0.22112818235779563
closeout	closet	0.75	0.20541490126145234
closeout	closeup	0.75	0.20541490126145234
clouding	flooding	0.75	0.17645049711225924
clowning	glowing	0.75	0.20541490126145234
clubbing	dubbing	0.75	0.1905514124267734
clubbing	curbing	0.75	0.2377943502929065
clumber	slumber	0.8571428571428572	0.1905514124267734
clumber	plumbery	0.75	0.16303771126278205
clumping	limping	0.75	0.2377943502929065
cluster	custer	0.8571428571428572	0.20541490126145234
coaching	cochin	0.75	0.16303771126278205
coalescence	opalescence	0.8181818181818181	0.2377943502929065
coaming	coaxing	0.8571428571428572	0.22112818235779563
coaming	coming	0.8571428571428572	0.2377943502929065
coaming	gloaming	0.75	0.20541490126145234
coatrack	contract	0.75	0.2377943502929065
cobble	gobble	0.8333333333333334	0.2377943502929065
cobbling	codling	0.75	0.11510664393161199
cobbling	cowling	0.75	0.2377943502929065
cocaine	cockaigne	0.7777777777777778	0.2377943502929065
cocker	cooker	0.8333333333333334	0.22112818235779563
cocker	locker	0.8333333333333334	0.2377943502929065
codger	conger	0.8333333333333334	0.2377943502929065
codiaeum	coliseum	0.75	0.2377943502929065
coding	codling	0.8571428571428572	0.12632891956379272
codling	cooling	0.8571428571428572	0.1905514124267734
codling	cowling	0.8571428571428572	0.20541490126145234
codling	yodeling	0.75	0.10432457268131029
codling	cuddling	0.75	0.15024900644805075
codling	fondling	0.75	0.15024900644805075
codling	modeling	0.75	0.17645049711225924
codling	curdling	0.75	0.1905514124267734
codling	coupling	0.75	0.20541490126145234
coition	cotilion	0.75	0.2377943502929065
colander	slander	0.75	0.2377943502929065
colette	toilette	0.75	0.2377943502929065
collider	collier	0.875	0.22112818235779563
colombo	columbo	0.8571428571428572	0.2377943502929065
colonisation	opsonisation	0.75	0.2377943502929065
colonisation	solarisation	0.75	0.2377943502929065
colonisation	solmisation	0.75	0.2377943502929065
colonization	opsonization	0.75	0.2377943502929065
colonization	solarization	0.75	0.2377943502929065
colter	cooter	0.8333333333333334	0.17645049711225924
columbine	columbite	0.8888888888888888	0.2377943502929065
columbine	columbium	0.7777777777777778	0.22112818235779563
columbine	combine	0.7777777777777778	0.2377943502929065
combat	wombat	0.8333333333333334	0.1905514124267734
comedown	hometown	0.75	0.17645049711225924
commissure	commixture	0.8	0.17645049711225924
commotion	cosmotron	0.7777777777777778	0.20541490126145234
commute	computer	0.75	0.2377943502929065
complainer	compline	0.8	0.22112818235779563
complin	coupling	0.75	0.22112818235779563
compline	coupling	0.75	0.22112818235779563
composite	compote	0.7777777777777778	0.22112818235779563
concepcion	concession	0.8	0.22112818235779563
concession	confessional	0.75	0.20541490126145234
concessioner	concussion	0.75	0.22112818235779563
concessioner	confessional	0.75	0.2377943502929065
condom	condor	0.8333333333333334	0.2377943502929065
conferral	conferva	0.7777777777777778	0.1905514124267734
conferva	conserve	0.75	0.20541490126145234
conger	monger	0.8333333333333334	0.2377943502929065
conium	corium	0.8333333333333334	0.2377943502929065
conium	meconium	0.75	0.2377943502929065
connarus	connors	0.75	0.2377943502929065
conqueror	konqueror	0.8888888888888888	0.20541490126145234
conservation	conurbation	0.75	0.2377943502929065
conserve	converse	0.75	0.2377943502929065
constatation	consummation	0.75	0.2377943502929065
consummation	conurbation	0.75	0.20541490126145234
contemptuousness	contentiousness	0.8125	0.20541490126145234
contemptuousness	contiguousness	0.75	0.1905514124267734
contemptuousness	continuousness	0.75	0.20541490126145234
contestation	outstation	0.75	0.2377943502929065
contra	contract	0.75	0.2377943502929065
contra	contrail	0.75	0.2377943502929065
contrail	monorail	0.75	0.1905514124267734
contrail	contras	0.75	0.2377943502929065
contraption	counteraction	0.7692307692307692	0.22112818235779563
cooker	cooter	0.8333333333333334	0.20541490126145234
cookery	rookery	0.8571428571428572	0.22112818235779563
cookery	crockery	0.75	0.22112818235779563
cooler	cooter	0.8333333333333334	0.22112818235779563
coontie	noontide	0.75	0.15024900644805075
cooter	looter	0.8333333333333334	0.2377943502929065
coping	copying	0.8571428571428572	0.2377943502929065
coping	roping	0.8333333333333334	0.2377943502929065
copland	cortland	0.75	0.2377943502929065
copper	lopper	0.8333333333333334	0.22112818235779563
coreidae	corrida	0.75	0.22112818235779563
corker	porker	0.8333333333333334	0.20541490126145234
cormorant	corposant	0.7777777777777778	0.16303771126278205
cornet	hornet	0.8333333333333334	0.20541490126145234
corolla	coronilla	0.7777777777777778	0.22112818235779563
coronach	coronary	0.75	0.2377943502929065
coronary	coroner	0.75	0.22112818235779563
corporal	corral	0.75	0.2377943502929065
corpulence	crapulence	0.8	0.2377943502929065
corrective	correlative	0.8181818181818181	0.22112818235779563
corregidor	corridor	0.8	0.22112818235779563
corrida	corvidae	0.75	0.22112818235779563
cortina	courting	0.75	0.22112818235779563
cortland	portland	0.875	0.2377943502929065
cortland	scotland	0.75	0.22112818235779563
corvee	corvette	0.75	0.1905514124267734
corvette	courgette	0.7777777777777778	0.22112818235779563
costing	frosting	0.75	0.20541490126145234
costmary	postmark	0.75	0.2377943502929065
cotilion	motilin	0.75	0.20541490126145234
cotillion	postillion	0.8	0.22112818235779563
cotillion	modillion	0.7777777777777778	0.1905514124267734
couchette	courgette	0.7777777777777778	0.2377943502929065
coughing	ploughing	0.7777777777777778	0.2377943502929065
coughing	cushing	0.75	0.1905514124267734
coulter	courtier	0.75	0.22112818235779563
counterfeit	countersuit	0.8181818181818181	0.20541490126145234
counterfeit	counterfoil	0.8181818181818181	0.2377943502929065
counterfeit	counterpoint	0.75	0.2377943502929065
counterfeiter	counterfire	0.7692307692307692	0.22112818235779563
coupling	cupping	0.75	0.20541490126145234
coupling	coursing	0.75	0.22112818235779563
courante	curate	0.75	0.2377943502929065
courante	durante	0.75	0.2377943502929065
courgette	curette	0.7777777777777778	0.22112818235779563
courgette	tourette	0.7777777777777778	0.22112818235779563
coursing	curbing	0.75	0.1905514124267734
coursing	housing	0.75	0.22112818235779563
coursing	souring	0.75	0.22112818235779563
coursing	cousin	0.75	0.2377943502929065
courting	curbing	0.75	0.22112818235779563
couscous	cuscus	0.75	0.20541490126145234
covariation	divarication	0.75	0.2377943502929065
coverage	cozenage	0.75	0.2377943502929065
covertness	governess	0.8	0.2377943502929065
cowage	towage	0.8333333333333334	0.1905514124267734
cowling	doweling	0.75	0.20541490126145234
cowling	crawling	0.75	0.22112818235779563
cowpie	cowrie	0.8333333333333334	0.20541490126145234
cozenage	lozenge	0.75	0.1905514124267734
crackle	grackle	0.8571428571428572	0.17645049711225924
crangon	scranton	0.75	0.22112818235779563
crasher	rasher	0.8571428571428572	0.22112818235779563
crawling	railing	0.75	0.20541490126145234
creaking	creatin	0.75	0.2377943502929065
creaking	creatine	0.75	0.2377943502929065
creatin	cremation	0.7777777777777778	0.1905514124267734
creeping	greening	0.75	0.2377943502929065
crinkle	sprinkle	0.75	0.2377943502929065
crockery	rocketry	0.75	0.22112818235779563
crockery	trickery	0.75	0.2377943502929065
crocodile	crocolite	0.7777777777777778	0.22112818235779563
crocus	cronus	0.8333333333333334	0.16303771126278205
cropper	dropper	0.8571428571428572	0.22112818235779563
cropper	crupper	0.8571428571428572	0.2377943502929065
croquet	croquette	0.7777777777777778	0.22112818235779563
croquet	paroquet	0.75	0.16303771126278205
crossbeam	grossbeak	0.7777777777777778	0.2377943502929065
crossbreeding	crossheading	0.7692307692307692	0.22112818235779563
crossfire	crosstie	0.7777777777777778	0.2377943502929065
crosswind	crossword	0.7777777777777778	0.20541490126145234
croton	crouton	0.8571428571428572	0.2377943502929065
crouch	grouch	0.8333333333333334	0.2377943502929065
crowding	dowding	0.75	0.22112818235779563
crumpet	trumpet	0.8571428571428572	0.2377943502929065
crumpet	trumpets	0.75	0.2377943502929065
crushing	cushing	0.875	0.1905514124267734
cuckoldom	cuckoldry	0.7777777777777778	0.20541490126145234
cuculus	luculus	0.8571428571428572	0.17645049711225924
cuculus	lucullus	0.75	0.17645049711225924
cuddle	ruddle	0.8333333333333334	0.20541490126145234
cuddling	hurdling	0.75	0.22112818235779563
cuddling	scudding	0.75	0.22112818235779563
cuddling	meddling	0.75	0.2377943502929065
cuddling	peddling	0.75	0.2377943502929065
cuisse	suisse	0.8333333333333334	0.2377943502929065
cunner	scunner	0.8571428571428572	0.1380288800733184
cunner	gunner	0.8333333333333334	0.22112818235779563
cupper	scupper	0.8571428571428572	0.22112818235779563
cupping	supping	0.8571428571428572	0.1905514124267734
curbing	curling	0.8571428571428572	0.2377943502929065
curbside	cursive	0.75	0.2377943502929065
curette	tourette	0.75	0.1905514124267734
curling	nursling	0.75	0.2377943502929065
curtisia	curtiss	0.75	0.2377943502929065
cushing	pushing	0.8571428571428572	0.20541490126145234
custer	luster	0.8333333333333334	0.17645049711225924
custer	duster	0.8333333333333334	0.22112818235779563
cutlet	nutlet	0.8333333333333334	0.1905514124267734
cycling	cymling	0.8571428571428572	0.17645049711225924
cycloloma	cyclorama	0.7777777777777778	0.22112818235779563
cyclone	cyclopes	0.75	0.22112818235779563
cyclopedia	cyclopia	0.8	0.1905514124267734
cyclops	cyclosis	0.75	0.2377943502929065
cymograph	homograph	0.7777777777777778	0.22112818235779563
cyrilla	cyrillic	0.75	0.1905514124267734
dacron	macron	0.8333333333333334	0.2377943502929065
dagger	jagger	0.8333333333333334	0.22112818235779563
daikon	daimon	0.8333333333333334	0.16303771126278205
dairying	darling	0.75	0.20541490126145234
dairying	darning	0.75	0.2377943502929065
damaliscus	damascus	0.8	0.20541490126145234
damoiselle	mademoiselle	0.75	0.1905514124267734
dangling	ringling	0.75	0.20541490126145234
dardanus	pandanus	0.75	0.2377943502929065
darling	darning	0.8571428571428572	0.2377943502929065
darning	dawning	0.8571428571428572	0.2377943502929065
darning	earnings	0.75	0.20541490126145234
dating	eating	0.8333333333333334	0.22112818235779563
dating	mating	0.8333333333333334	0.22112818235779563
dawdling	dowding	0.75	0.1905514124267734
dawning	downing	0.8571428571428572	0.22112818235779563
dawning	yawning	0.8571428571428572	0.22112818235779563
deaconess	dearness	0.7777777777777778	0.20541490126145234
deafness	dearness	0.875	0.2377943502929065
deafness	nearness	0.75	0.22112818235779563
dearness	harness	0.75	0.22112818235779563
debilitation	delimitation	0.8333333333333334	0.2377943502929065
debris	derris	0.8333333333333334	0.2377943502929065
decaliter	decanter	0.7777777777777778	0.22112818235779563
decameter	decanter	0.7777777777777778	0.22112818235779563
decanter	levanter	0.75	0.20541490126145234
decapitation	delimitation	0.75	0.22112818235779563
decentalisation	decontamination	0.8	0.2377943502929065
decentralisation	demineralisation	0.8125	0.20541490126145234
decentralisation	demineralization	0.75	0.20541490126145234
decile	deckle	0.8333333333333334	0.1905514124267734
decile	defile	0.8333333333333334	0.2377943502929065
decimation	delimitation	0.75	0.20541490126145234
declamation	deflagration	0.75	0.22112818235779563
defecation	desecration	0.8181818181818181	0.20541490126145234
defecation	deprecation	0.8181818181818181	0.2377943502929065
deflator	defoliator	0.8	0.22112818235779563
delichon	helicon	0.75	0.20541490126145234
demeter	udometer	0.75	0.17645049711225924
demeter	demister	0.75	0.20541490126145234
demineralisation	liberalisation	0.75	0.2377943502929065
demineralization	liberalization	0.75	0.2377943502929065
demodulation	depopulation	0.8333333333333334	0.22112818235779563
demodulation	deregulation	0.75	0.1905514124267734
demodulation	emulation	0.75	0.20541490126145234
demodulation	demolition	0.75	0.22112818235779563
demodulation	demonisation	0.75	0.22112818235779563
demodulation	demonization	0.75	0.22112818235779563
demodulation	desolation	0.75	0.22112818235779563
denazification	gentrification	0.7857142857142857	0.22112818235779563
diaeresis	digenesis	0.7777777777777778	0.2377943502929065
diagonalisation	digitalisation	0.8	0.20541490126145234
diagonalisation	fictionalisation	0.75	0.2377943502929065
diagonalization	digitalization	0.8	0.20541490126145234
diagonalization	fictionalization	0.75	0.2377943502929065
dialysis	diaphysis	0.7777777777777778	0.16303771126278205
diaphysis	diathesis	0.7777777777777778	0.20541490126145234
dibble	dribble	0.8571428571428572	0.2377943502929065
dibble	nibble	0.8333333333333334	0.2377943502929065
dibrach	dibranch	0.875	0.16303771126278205
dickey	hickey	0.8333333333333334	0.1905514124267734
dieback	tieback	0.8571428571428572	0.17645049711225924
dieresis	digenesis	0.7777777777777778	0.2377943502929065
dieresis	pheresis	0.75	0.20541490126145234
dietrich	distich	0.75	0.22112818235779563
digester	figeater	0.75	0.20541490126145234
digester	disaster	0.75	0.22112818235779563
digitisation	sanitisation	0.75	0.22112818235779563
digitisation	minimisation	0.75	0.2377943502929065
digitisation	virilisation	0.75	0.2377943502929065
digitization	sanitization	0.75	0.22112818235779563
digitization	minimization	0.75	0.2377943502929065
digitization	virilization	0.75	0.2377943502929065
dilantin	dilation	0.75	0.2377943502929065
dilapidation	divarication	0.75	0.22112818235779563
dilater	disaster	0.75	0.20541490126145234
dimmer	simmer	0.8333333333333334	0.2377943502929065
dimple	pimple	0.8333333333333334	0.2377943502929065
dinosaur	minotaur	0.75	0.1380288800733184
dionysius	dionysus	0.8888888888888888	0.2377943502929065
diploma	diplopia	0.75	0.22112818235779563
dipstick	distich	0.75	0.1905514124267734
dirham	durham	0.8333333333333334	0.22112818235779563
disaster	pilaster	0.75	0.1905514124267734
discant	discount	0.75	0.2377943502929065
dismount	viscount	0.75	0.1905514124267734
disowning	downing	0.7777777777777778	0.2377943502929065
disputation	misquotation	0.75	0.2377943502929065
dissolve	rissole	0.75	0.2377943502929065
divarication	imbrication	0.75	0.20541490126145234
divarication	divination	0.75	0.2377943502929065
docking	dorking	0.8571428571428572	0.17645049711225924
docking	lockring	0.75	0.1905514124267734
docking	duckling	0.75	0.22112818235779563
docking	smocking	0.75	0.2377943502929065
dockside	rockslide	0.7777777777777778	0.22112818235779563
doddle	doodle	0.8333333333333334	0.20541490126145234
doggerel	dotterel	0.75	0.1380288800733184
domicile	homicide	0.75	0.20541490126145234
dominant	ruminant	0.75	0.15024900644805075
domine	dopamine	0.75	0.1905514124267734
dominick	dominicus	0.7777777777777778	0.15024900644805075
dominicus	dominique	0.7777777777777778	0.15024900644805075
dominicus	dominus	0.7777777777777778	0.2377943502929065
doorlock	moorcock	0.75	0.22112818235779563
doorsill	poorwill	0.75	0.22112818235779563
dorking	forking	0.8571428571428572	0.20541490126145234
dormition	sortition	0.7777777777777778	0.2377943502929065
dotage	potage	0.8333333333333334	0.2377943502929065
dousing	dowsing	0.8571428571428572	0.22112818235779563
dousing	housing	0.8571428571428572	0.2377943502929065
dowding	dowsing	0.8571428571428572	0.1380288800733184
dowding	doweling	0.75	0.15024900644805075
doweling	toweling	0.875	0.22112818235779563
doweling	towelling	0.7777777777777778	0.22112818235779563
doweling	downing	0.75	0.20541490126145234
doweling	dowsing	0.75	0.20541490126145234
doweling	dwelling	0.75	0.20541490126145234
downing	dowsing	0.8571428571428572	0.1905514124267734
downswing	dowsing	0.7777777777777778	0.22112818235779563
drachma	trachoma	0.75	0.22112818235779563
drafting	grating	0.75	0.22112818235779563
dragnet	dragonet	0.875	0.1905514124267734
dredger	drudgery	0.75	0.16303771126278205
drilling	trilling	0.875	0.22112818235779563
drilling	milling	0.75	0.22112818235779563
drilling	dwelling	0.75	0.2377943502929065
drilling	swilling	0.75	0.2377943502929065
drizzle	grizzle	0.8571428571428572	0.1905514124267734
drollery	trolley	0.75	0.2377943502929065
drudge	trudge	0.8333333333333334	0.22112818235779563
drugging	hugging	0.75	0.16303771126278205
drugging	rigging	0.75	0.20541490126145234
dubbing	subbing	0.8571428571428572	0.1905514124267734
duckbill	muckhill	0.75	0.20541490126145234
ducking	fucking	0.8571428571428572	0.22112818235779563
ducking	sucking	0.8571428571428572	0.2377943502929065
duckling	truckling	0.7777777777777778	0.22112818235779563
duckling	heckling	0.75	0.20541490126145234
duckling	tickling	0.75	0.2377943502929065
dudgeon	gudgeon	0.8571428571428572	0.12632891956379272
dudgeon	dungeon	0.8571428571428572	0.22112818235779563
dumpling	tumbling	0.75	0.2377943502929065
durance	durante	0.8571428571428572	0.2377943502929065
duration	durion	0.75	0.22112818235779563
dwelling	welding	0.75	0.20541490126145234
dwelling	shelling	0.75	0.22112818235779563
dwelling	smelling	0.75	0.2377943502929065
earache	huarache	0.75	0.1905514124267734
earnings	earring	0.75	0.20541490126145234
earring	earthing	0.75	0.1905514124267734
earring	sparring	0.75	0.20541490126145234
earthing	farthing	0.875	0.20541490126145234
earthing	farting	0.75	0.20541490126145234
earthing	eating	0.75	0.22112818235779563
easter	taster	0.8333333333333334	0.2377943502929065
easter	oleaster	0.75	0.20541490126145234
easter	seamster	0.75	0.2377943502929065
eating	pleating	0.75	0.2377943502929065
echinops	echinus	0.75	0.22112818235779563
echinus	schinus	0.8571428571428572	0.2377943502929065
eclectic	electric	0.75	0.2377943502929065
edging	hedging	0.8571428571428572	0.22112818235779563
efferent	referent	0.75	0.2377943502929065
effusiveness	exclusiveness	0.7692307692307692	0.22112818235779563
eglantine	galantine	0.7777777777777778	0.22112818235779563
egomania	romania	0.75	0.2377943502929065
eighter	freighter	0.7777777777777778	0.17645049711225924
ejection	electron	0.75	0.2377943502929065
elation	flatiron	0.75	0.20541490126145234
elbowing	glowing	0.75	0.16303771126278205
electron	flection	0.75	0.2377943502929065
elocutionist	evolutionism	0.75	0.1905514124267734
elusiveness	exclusiveness	0.8461538461538461	0.20541490126145234
embrace	vambrace	0.75	0.20541490126145234
emollient	emolument	0.7777777777777778	0.20541490126145234
emolument	monument	0.7777777777777778	0.22112818235779563
emoticon	modicon	0.75	0.2377943502929065
empress	impress	0.8571428571428572	0.2377943502929065
enamine	examinee	0.75	0.2377943502929065
enamine	examiner	0.75	0.2377943502929065
encasement	enragement	0.8	0.2377943502929065
enchanter	enhancer	0.7777777777777778	0.20541490126145234
encolure	encore	0.75	0.16303771126278205
encroachment	entrenchment	0.75	0.2377943502929065
endearment	undergarment	0.75	0.2377943502929065
endlessness	windlessness	0.8333333333333334	0.22112818235779563
enesco	unesco	0.8333333333333334	0.22112818235779563
enhancement	entanglement	0.75	0.20541490126145234
enragement	entanglement	0.75	0.2377943502929065
enrichment	entrenchment	0.75	0.2377943502929065
entail	ventail	0.8571428571428572	0.22112818235779563
entailment	entanglement	0.75	0.20541490126145234
entanglement	entitlement	0.75	0.17645049711225924
entanglement	entrancement	0.75	0.2377943502929065
entellus	vitellus	0.75	0.1905514124267734
entrancement	entrenchment	0.8333333333333334	0.2377943502929065
entrancement	intrenchment	0.75	0.2377943502929065
eoraptor	orator	0.75	0.2377943502929065
epaulette	poulette	0.7777777777777778	0.2377943502929065
ephemerida	ephemeris	0.8	0.17645049711225924
epilogue	pirogue	0.75	0.16303771126278205
episome	epitome	0.8571428571428572	0.2377943502929065
epithalamium	epithelium	0.75	0.22112818235779563
erotica	veronica	0.75	0.1905514124267734
errand	serranid	0.75	0.09394947053233857
erratum	serratus	0.75	0.22112818235779563
erving	swerving	0.75	0.1905514124267734
escadrille	espadrille	0.9	0.1905514124267734
escalation	exhalation	0.8	0.2377943502929065
eschalot	eschaton	0.75	0.17645049711225924
esthesia	esthonia	0.75	0.2377943502929065
esthonian	etonian	0.7777777777777778	0.22112818235779563
estonian	nestorian	0.7777777777777778	0.2377943502929065
estonian	newtonian	0.7777777777777778	0.2377943502929065
estragon	tetragon	0.75	0.22112818235779563
eumenes	eumenides	0.7777777777777778	0.2377943502929065
eupatorium	sudatorium	0.8	0.20541490126145234
euphonium	euphorbium	0.8	0.22112818235779563
euphony	euphory	0.8571428571428572	0.2377943502929065
europol	neuropil	0.75	0.2377943502929065
everlasting	overcasting	0.8181818181818181	0.20541490126145234
exacerbation	excerption	0.75	0.2377943502929065
excessiveness	exclusiveness	0.8461538461538461	0.20541490126145234
exclusiveness	reclusiveness	0.8461538461538461	0.1905514124267734
exclusiveness	expensiveness	0.7692307692307692	0.1905514124267734
exclusiveness	expansiveness	0.7692307692307692	0.22112818235779563
exemplar	templar	0.75	0.2377943502929065
expounding	expunging	0.8	0.22112818235779563
eyelessness	senselessness	0.7692307692307692	0.20541490126145234
eyelessness	nervelessness	0.7692307692307692	0.22112818235779563
eyelessness	selflessness	0.75	0.22112818235779563
eyeliner	myeline	0.75	0.2377943502929065
faction	falchion	0.75	0.22112818235779563
factorisation	vaporisation	0.7692307692307692	0.22112818235779563
factorization	vaporization	0.7692307692307692	0.22112818235779563
fading	lading	0.8333333333333334	0.2377943502929065
faeces	fasces	0.8333333333333334	0.2377943502929065
fagoting	fasting	0.75	0.20541490126145234
faience	faineance	0.7777777777777778	0.22112818235779563
faience	patience	0.75	0.20541490126145234
faience	salience	0.75	0.20541490126145234
faience	sapience	0.75	0.22112818235779563
falanga	malanga	0.8571428571428572	0.15024900644805075
falanga	galangal	0.75	0.15024900644805075
falange	flange	0.8571428571428572	0.22112818235779563
falchion	falcon	0.75	0.22112818235779563
falchion	halcion	0.75	0.22112818235779563
fallback	fatback	0.75	0.22112818235779563
falsetto	palmetto	0.75	0.16303771126278205
falstaff	flagstaff	0.7777777777777778	0.1905514124267734
falter	walter	0.8333333333333334	0.2377943502929065
farandole	girandole	0.7777777777777778	0.16303771126278205
farewell	harebell	0.75	0.2377943502929065
farthing	farting	0.875	0.22112818235779563
farthing	marching	0.75	0.20541490126145234
farthing	fasting	0.75	0.22112818235779563
farting	fasting	0.8571428571428572	0.22112818235779563
farting	flirting	0.75	0.2377943502929065
fasces	fauces	0.8333333333333334	0.22112818235779563
fasciola	fascista	0.75	0.2377943502929065
fasting	feasting	0.875	0.22112818235779563
fasting	frosting	0.75	0.20541490126145234
