w1	w2	editsim	isrelated
conformation	confutation	0.75	1.0
conformation	conjuration	0.75	1.0
conformation	connotation	0.75	1.0
conformation	conservation	0.75	1.0
conformation	consolation	0.75	1.0
conformation	consummation	0.75	1.0
conformation	contortion	0.75	1.0
conformation	conurbation	0.75	1.0
conformation	conversation	0.75	1.0
conformation	convocation	0.75	1.0
conformation	corporation	0.75	1.0
conformation	deformation	0.75	1.0
conformation	formation	0.75	1.0
conformation	information	0.8333333333333334	1.0
conformation	malformation	0.75	1.0
conformation	preformation	0.75	1.0
conformation	reformation	0.75	1.0
conformism	conformist	0.9	1.0
conformism	conformity	0.8	1.0
conformism	nonconformism	0.7692307692307692	1.0
conformist	conformity	0.8	1.0
conformist	nonconformist	0.7692307692307692	1.0
conformity	nonconformity	0.7692307692307692	1.0
confrere	congreve	0.75	1.0
confrontation	confutation	0.7692307692307692	1.0
confrontation	connotation	0.7692307692307692	1.0
confrontation	coronation	0.7692307692307692	1.0
confucian	confucianism	0.75	1.0
confucian	confucianist	0.75	1.0
confucian	confucius	0.7777777777777778	1.0
confucian	confusion	0.7777777777777778	1.0
confucianism	confucianist	0.9166666666666666	1.0
confusion	contusion	0.8888888888888888	1.0
confusion	convulsion	0.8	1.0
confusion	infusion	0.7777777777777778	1.0
confutation	conjugation	0.8181818181818181	1.0
confutation	conjuration	0.8181818181818181	1.0
confutation	connotation	0.8181818181818181	1.0
confutation	constatation	0.75	1.0
confutation	consultation	0.8333333333333334	1.0
confutation	consummation	0.75	1.0
confutation	contestation	0.75	1.0
confuter	conjurer	0.75	1.0
confuter	consumer	0.75	1.0
congee	congener	0.75	1.0
congee	conger	0.8333333333333334	1.0
congee	congreve	0.75	1.0
congee	pongee	0.8333333333333334	1.0
congelation	congestion	0.8181818181818181	1.0
congelation	conglobation	0.75	1.0
congelation	congregation	0.8333333333333334	1.0
congelation	consecration	0.75	1.0
congelation	conservation	0.75	1.0
congelation	consolation	0.8181818181818181	1.0
congelation	constellation	0.7692307692307692	1.0
congelation	consultation	0.75	1.0
congelation	contemplation	0.7692307692307692	1.0
congelation	contestation	0.75	1.0
congelation	conversation	0.75	1.0
congelation	correlation	0.8181818181818181	1.0
congener	congeneric	0.8	1.0
congener	conger	0.75	1.0
congener	contender	0.7777777777777778	1.0
congener	convener	0.875	1.0
congener	conveyer	0.75	1.0
congeniality	conviviality	0.75	1.0
congeniality	geniality	0.75	1.0
congeniality	uncongeniality	0.8571428571428572	1.0
conger	longer	0.8333333333333334	1.0
congeries	conserves	0.7777777777777778	1.0
congestion	congregation	0.75	1.0
congestion	connection	0.8	1.0
congestion	contention	0.8	1.0
congestion	contestation	0.75	1.0
congestion	convection	0.8	1.0
congestion	convention	0.8	1.0
congestion	conversation	0.75	1.0
congestion	ingestion	0.8	1.0
conglobation	conglomeration	0.7857142857142857	1.0
conglobation	congregation	0.75	1.0
conglobation	connotation	0.75	1.0
conglobation	consolation	0.75	1.0
conglobation	conurbation	0.75	1.0
conglobation	convocation	0.75	1.0
conglomerate	conglomeration	0.7857142857142857	1.0
conglutination	isoagglutination	0.75	1.0
congolese	togolese	0.7777777777777778	1.0
congratulation	congratulations	0.9333333333333333	1.0
congregant	congregating	0.75	1.0
congregating	congregation	0.8333333333333334	1.0
congregation	conjugation	0.75	1.0
congregation	conurbation	0.75	1.0
congregation	correlation	0.75	1.0
congregation	corrugation	0.75	1.0
congregation	segregation	0.75	1.0
congregationalism	congregationalist	0.9411764705882353	1.0
congregationalism	conventionalism	0.7647058823529411	1.0
congregationalist	conversationalist	0.7647058823529411	1.0
congress	congreve	0.75	1.0
congress	ingress	0.75	1.0
congress	longness	0.75	1.0
congress	ogress	0.75	1.0
congressman	congresswoman	0.8461538461538461	1.0
congridae	pongidae	0.7777777777777778	1.0
congruity	incongruity	0.8181818181818181	1.0
congruousness	consciousness	0.7692307692307692	1.0
congruousness	contiguousness	0.7857142857142857	1.0
congruousness	continuousness	0.7857142857142857	1.0
congruousness	incongruousness	0.8666666666666667	1.0
congruousness	onerousness	0.7692307692307692	1.0
congruousness	sonorousness	0.7692307692307692	1.0
conidiophore	conidiospore	0.8333333333333334	1.0
conidium	ctenidium	0.7777777777777778	1.0
coniferophyta	coniferophytina	0.8666666666666667	1.0
coniferophyta	coniferopsida	0.7692307692307692	1.0
conium	syconium	0.75	1.0
conjecture	conjuncture	0.8181818181818181	1.0
conjugate	consulate	0.7777777777777778	1.0
conjugation	conjunction	0.8181818181818181	1.0
conjugation	conjuration	0.9090909090909091	1.0
conjugation	consultation	0.75	1.0
conjugation	consummation	0.75	1.0
conjugation	corrugation	0.8181818181818181	1.0
conjunction	conjunctiva	0.8181818181818181	1.0
conjunction	conjunctive	0.8181818181818181	1.0
conjunction	conjuration	0.8181818181818181	1.0
conjunction	injunction	0.8181818181818181	1.0
conjunctiva	conjunctive	0.9090909090909091	1.0
conjunctive	conjuncture	0.8181818181818181	1.0
conjuration	consecration	0.75	1.0
conjuration	conservation	0.75	1.0
conjuration	consultation	0.75	1.0
conjuration	consummation	0.75	1.0
conjuration	conurbation	0.8181818181818181	1.0
conjuration	conversation	0.75	1.0
conjurer	conjuror	0.875	1.0
conjurer	conjury	0.75	1.0
conjurer	consumer	0.75	1.0
conjuring	conquering	0.8	1.0
conjuror	conjury	0.75	1.0
conjuror	conqueror	0.7777777777777778	1.0
conker	cooker	0.8333333333333334	1.0
conker	corker	0.8333333333333334	1.0
conker	honker	0.8333333333333334	1.0
connectedness	contentedness	0.8461538461538461	1.0
connectedness	disconnectedness	0.8125	1.0
connectedness	unconnectedness	0.8666666666666667	1.0
connecter	connector	0.8888888888888888	1.0
connecter	contester	0.7777777777777778	1.0
connecter	convector	0.7777777777777778	1.0
connecter	converter	0.7777777777777778	1.0
connecticut	connecticuter	0.8461538461538461	1.0
connecticut	connectivity	0.75	1.0
connection	connective	0.8	1.0
connection	connector	0.8	1.0
connection	connexion	0.8	1.0
connection	conniption	0.8	1.0
connection	consecration	0.75	1.0
connection	contention	0.8	1.0
connection	convection	0.9	1.0
connection	convention	0.8	1.0
connection	conviction	0.8	1.0
connection	correction	0.8	1.0
connection	disconnection	0.7692307692307692	1.0
connective	connectivity	0.75	1.0
connective	corrective	0.8	1.0
connectivity	objectivity	0.75	1.0
connector	convector	0.8888888888888888	1.0
connector	convertor	0.7777777777777778	1.0
conniption	conscription	0.75	1.0
conniption	constipation	0.75	1.0
conniption	conviction	0.8	1.0
connivance	contrivance	0.8181818181818181	1.0
connotation	consolation	0.8181818181818181	1.0
connotation	constatation	0.75	1.0
connotation	consultation	0.75	1.0
connotation	contestation	0.75	1.0
connotation	convocation	0.8181818181818181	1.0
conocarpus	lonchocarpus	0.75	1.0
conocarpus	podocarpus	0.8	1.0
conodont	conodonta	0.8888888888888888	1.0
conodont	cynodont	0.875	1.0
conodonta	cynodontia	0.8	1.0
conodonta	loxodonta	0.7777777777777778	1.0
conopodium	leontopodium	0.75	1.0
conquest	contest	0.75	1.0
conquest	inquest	0.75	1.0
conradina	contadino	0.7777777777777778	1.0
consanguinity	sanguinity	0.7692307692307692	1.0
conscientiousness	consciousness	0.7647058823529411	1.0
conscientiousness	contentiousness	0.8235294117647058	1.0
conscientiousness	unconscientiousness	0.8947368421052632	1.0
consciousness	conspicuousness	0.8	1.0
consciousness	copiousness	0.7692307692307692	1.0
consciousness	lusciousness	0.7692307692307692	1.0
consciousness	semiconsciousness	0.7647058823529411	1.0
consciousness	subconsciousness	0.8125	1.0
consciousness	tenaciousness	0.7692307692307692	1.0
consciousness	unconsciousness	0.8666666666666667	1.0
consciousness	voraciousness	0.7692307692307692	1.0
conscript	conscription	0.75	1.0
conscription	consecration	0.75	1.0
conscription	conservation	0.75	1.0
conscription	constipation	0.75	1.0
conscription	constriction	0.8333333333333334	1.0
conscription	construction	0.75	1.0
conscription	consumption	0.75	1.0
conscription	contraption	0.75	1.0
conscription	contrition	0.75	1.0
conscription	description	0.75	1.0
conscription	inscription	0.8333333333333334	1.0
conscription	prescription	0.75	1.0
conscription	proscription	0.75	1.0
conscription	subscription	0.75	1.0
conscription	transcription	0.7692307692307692	1.0
consecration	conservation	0.8333333333333334	1.0
consecration	consideration	0.7692307692307692	1.0
consecration	consolation	0.75	1.0
consecration	constatation	0.75	1.0
consecration	constellation	0.7692307692307692	1.0
consecration	consternation	0.7692307692307692	1.0
consecration	constipation	0.75	1.0
consecration	consultation	0.75	1.0
consecration	consummation	0.75	1.0
consecration	contestation	0.75	1.0
consecration	convection	0.75	1.0
consecration	conversation	0.75	1.0
consecration	convocation	0.75	1.0
consecration	cooperation	0.75	1.0
consecration	desecration	0.75	1.0
consent	constant	0.75	1.0
consent	content	0.8571428571428572	1.0
consent	contents	0.75	1.0
consent	convent	0.8571428571428572	1.0
consequence	inconsequence	0.8461538461538461	1.0
conservancy	conservatory	0.75	1.0
conservancy	conversancy	0.8181818181818181	1.0
conservation	conservationist	0.8	1.0
conservation	conservatism	0.8333333333333334	1.0
conservation	conservative	0.8333333333333334	1.0
conservation	conservatoire	0.7692307692307692	1.0
conservation	conservator	0.8333333333333334	1.0
conservation	conservatory	0.75	1.0
conservation	consideration	0.7692307692307692	1.0
conservation	consolation	0.75	1.0
conservation	constatation	0.75	1.0
conservation	constellation	0.7692307692307692	1.0
conservation	consternation	0.8461538461538461	1.0
conservation	constipation	0.75	1.0
conservation	constriction	0.75	1.0
conservation	construction	0.75	1.0
conservation	consultation	0.75	1.0
conservation	consummation	0.75	1.0
conservation	contestation	0.75	1.0
conservation	conversation	0.8333333333333334	1.0
conservation	cooperation	0.75	1.0
conservation	enervation	0.75	1.0
conservation	innervation	0.75	1.0
conservation	observation	0.8333333333333334	1.0
conservation	preservation	0.75	1.0
conservation	reservation	0.75	1.0
conservationist	conservativism	0.8	1.0
conservationist	conservativist	0.8666666666666667	1.0
conservationist	conversationalist	0.7647058823529411	1.0
conservationist	conversationist	0.8666666666666667	1.0
conservationist	preservationist	0.8	1.0
conservatism	conservative	0.8333333333333334	1.0
conservatism	conservativism	0.8571428571428572	1.0
conservatism	conservativist	0.7857142857142857	1.0
conservatism	conservatoire	0.7692307692307692	1.0
conservatism	conservator	0.75	1.0
conservatism	conservatory	0.75	1.0
conservatism	neoconservatism	0.8	1.0
conservative	conservativism	0.7857142857142857	1.0
conservative	conservativist	0.7857142857142857	1.0
conservative	conservatoire	0.8461538461538461	1.0
conservative	conservator	0.75	1.0
conservative	conservatory	0.75	1.0
conservative	cooperative	0.75	1.0
conservative	neoconservative	0.8	1.0
conservative	preservative	0.75	1.0
conservativism	conservativist	0.9285714285714286	1.0
conservativism	constructivism	0.7857142857142857	1.0
conservativist	constructivist	0.7857142857142857	1.0
conservatoire	conservator	0.8461538461538461	1.0
conservatoire	conservatory	0.8461538461538461	1.0
conservator	conservatory	0.9166666666666666	1.0
conservatory	observatory	0.8333333333333334	1.0
conserve	conserves	0.8888888888888888	1.0
considerateness	inconsiderateness	0.8823529411764706	1.0
consideration	consternation	0.7692307692307692	1.0
consideration	inconsideration	0.8666666666666667	1.0
consideration	reconsideration	0.8666666666666667	1.0
consignee	consigner	0.8888888888888888	1.0
consignee	consignor	0.7777777777777778	1.0
consignee	cosigner	0.7777777777777778	1.0
consigner	consignor	0.8888888888888888	1.0
consigner	cosigner	0.8888888888888888	1.0
consigner	monsignor	0.7777777777777778	1.0
consignment	nonalignment	0.75	1.0
consignor	cosigner	0.7777777777777778	1.0
consignor	monsignor	0.8888888888888888	1.0
consistence	consistency	0.9090909090909091	1.0
consistence	inconsistency	0.7692307692307692	1.0
consistence	insistence	0.8181818181818181	1.0
consistence	nonexistence	0.75	1.0
consistency	constituency	0.75	1.0
consistency	inconsistency	0.8461538461538461	1.0
consistency	insistency	0.8181818181818181	1.0
consolation	consolidation	0.8461538461538461	1.0
consolation	constatation	0.75	1.0
consolation	constellation	0.7692307692307692	1.0
consolation	constipation	0.75	1.0
consolation	consultation	0.8333333333333334	1.0
consolation	consummation	0.75	1.0
consolation	convocation	0.8181818181818181	1.0
consolation	convolution	0.8181818181818181	1.0
consolation	insolation	0.8181818181818181	1.0
console	consomme	0.75	1.0
consolidation	constipation	0.7692307692307692	1.0
consolidation	consultation	0.7692307692307692	1.0
consonance	consonant	0.8	1.0
consonance	constance	0.8	1.0
consonant	constant	0.7777777777777778	1.0
conspicuousness	contiguousness	0.8	1.0
conspicuousness	continuousness	0.8	1.0
conspicuousness	inconspicuousness	0.8823529411764706	1.0
conspicuousness	perspicuousness	0.8	1.0
constable	constance	0.7777777777777778	1.0
constance	constancy	0.8888888888888888	1.0
constance	constant	0.7777777777777778	1.0
constance	instance	0.7777777777777778	1.0
constance	monstrance	0.8	1.0
constancy	constant	0.7777777777777778	1.0
constancy	consultancy	0.8181818181818181	1.0
constancy	inconstancy	0.8181818181818181	1.0
constancy	instancy	0.7777777777777778	1.0
constant	constantan	0.8	1.0
constant	constraint	0.8	1.0
constant	consultant	0.8	1.0
constant	contact	0.75	1.0
constant	content	0.75	1.0
constant	contestant	0.8	1.0
constant	instant	0.75	1.0
constantan	constantina	0.8181818181818181	1.0
constantan	constantine	0.8181818181818181	1.0
constantan	costanoan	0.8	1.0
constantina	constantine	0.9090909090909091	1.0
constantine	constantinople	0.7857142857142857	1.0
constatation	constellation	0.7692307692307692	1.0
constatation	consternation	0.7692307692307692	1.0
constatation	constipation	0.8333333333333334	1.0
constatation	constitution	0.8333333333333334	1.0
constatation	constriction	0.75	1.0
constatation	construction	0.75	1.0
constatation	consultation	0.8333333333333334	1.0
constatation	contestation	0.75	1.0
constellation	consternation	0.8461538461538461	1.0
constellation	constipation	0.7692307692307692	1.0
constellation	consultation	0.7692307692307692	1.0
constellation	contemplation	0.7692307692307692	1.0
constellation	contestation	0.7692307692307692	1.0
constellation	installation	0.7692307692307692	1.0
constellation	instillation	0.7692307692307692	1.0
consternation	constipation	0.7692307692307692	1.0
consternation	constriction	0.7692307692307692	1.0
consternation	construction	0.7692307692307692	1.0
consternation	contention	0.7692307692307692	1.0
consternation	contestation	0.7692307692307692	1.0
consternation	conversation	0.7692307692307692	1.0
constipation	constitution	0.8333333333333334	1.0
constipation	constriction	0.75	1.0
constipation	construction	0.75	1.0
constipation	consultation	0.75	1.0
constipation	consummation	0.75	1.0
constipation	consumption	0.75	1.0
constipation	continuation	0.75	1.0
constipation	instigation	0.75	1.0
constipation	monetisation	0.75	1.0
constipation	monetization	0.75	1.0
constipation	obstipation	0.8333333333333334	1.0
constituency	constituent	0.8333333333333334	1.0
constituency	continency	0.75	1.0
constituency	contingency	0.75	1.0
constitution	constitutional	0.8571428571428572	1.0
constitution	constriction	0.75	1.0
constitution	construction	0.75	1.0
constitution	consultation	0.75	1.0
constitution	continuation	0.75	1.0
constitution	contribution	0.75	1.0
constitution	destitution	0.75	1.0
constitution	institution	0.8333333333333334	1.0
constitution	prostitution	0.75	1.0
constitution	restitution	0.75	1.0
constitution	substitution	0.75	1.0
constitutional	constitutionalism	0.8235294117647058	1.0
constitutional	constitutionalist	0.8235294117647058	1.0
constitutionalism	constitutionalist	0.9411764705882353	1.0
constraint	unconstraint	0.8333333333333334	1.0
constriction	constrictor	0.8333333333333334	1.0
constriction	construction	0.9166666666666666	1.0
constriction	constructor	0.75	1.0
constriction	contraction	0.8333333333333334	1.0
constriction	contradiction	0.7692307692307692	1.0
constriction	contraption	0.75	1.0
constriction	contribution	0.75	1.0
constriction	contrition	0.8333333333333334	1.0
constriction	conviction	0.75	1.0
constriction	deconstruction	0.7857142857142857	1.0
constriction	instruction	0.75	1.0
constriction	obstruction	0.75	1.0
constriction	reconstruction	0.7857142857142857	1.0
constriction	restriction	0.75	1.0
constriction	vasoconstriction	0.75	1.0
constrictor	construction	0.75	1.0
constrictor	constructor	0.9090909090909091	1.0
constrictor	contractor	0.8181818181818181	1.0
construal	construct	0.7777777777777778	1.0
construal	misconstrual	0.75	1.0
construct	construction	0.75	1.0
construct	constructor	0.8181818181818181	1.0
construct	contract	0.7777777777777778	1.0
construction	constructor	0.8333333333333334	1.0
construction	contraction	0.8333333333333334	1.0
construction	contraption	0.75	1.0
construction	contrition	0.75	1.0
construction	deconstruction	0.8571428571428572	1.0
construction	destruction	0.75	1.0
construction	instruction	0.8333333333333334	1.0
construction	instructions	0.75	1.0
construction	menstruation	0.75	1.0
construction	misconstruction	0.8	1.0
construction	obstruction	0.8333333333333334	1.0
construction	reconstruction	0.8571428571428572	1.0
constructiveness	constructivism	0.75	1.0
constructiveness	constructivist	0.75	1.0
constructiveness	destructiveness	0.8125	1.0
constructiveness	restrictiveness	0.75	1.0
constructivism	constructivist	0.9285714285714286	1.0
constructivism	deconstructionism	0.7647058823529411	1.0
constructivism	deconstructivism	0.875	1.0
constructivist	deconstructivism	0.8125	1.0
constructor	contractor	0.8181818181818181	1.0
constructor	instructor	0.8181818181818181	1.0
constructor	obstructor	0.8181818181818181	1.0
consubstantiation	substantiation	0.8235294117647058	1.0
consubstantiation	transubstantiation	0.8333333333333334	1.0
consuetudinal	consuetudinary	0.8571428571428572	1.0
consulate	proconsulate	0.75	1.0
consulship	proconsulship	0.7692307692307692	1.0
consultancy	consultant	0.8181818181818181	1.0
consultation	consummation	0.8333333333333334	1.0
consultation	consumption	0.75	1.0
consultation	contestation	0.75	1.0
consultation	conurbation	0.75	1.0
consultation	copulation	0.75	1.0
consultation	insulation	0.75	1.0
consultation	occultation	0.75	1.0
consumer	costumer	0.75	1.0
consummation	consumption	0.8333333333333334	1.0
consummation	summation	0.75	1.0
consumption	consumptive	0.8181818181818181	1.0
contact	contract	0.875	1.0
contact	contrast	0.75	1.0
contagion	contusion	0.7777777777777778	1.0
container	containerful	0.75	1.0
container	contriver	0.7777777777777778	1.0
containment	continent	0.8181818181818181	1.0
containment	contingent	0.8181818181818181	1.0
containment	obtainment	0.8181818181818181	1.0
contamination	contemplation	0.7692307692307692	1.0
contamination	continuation	0.7692307692307692	1.0
contamination	decontamination	0.8666666666666667	1.0
contemplation	contemplative	0.8461538461538461	1.0
contemplation	contestation	0.7692307692307692	1.0
contemplative	contemplativeness	0.7647058823529411	1.0
contemporaries	contemporary	0.7857142857142857	1.0
contemporary	temporary	0.75	1.0
contempt	content	0.75	1.0
contempt	contest	0.75	1.0
contempt	context	0.75	1.0
contemptibility	convertibility	0.8	1.0
contender	contester	0.7777777777777778	1.0
contender	convener	0.7777777777777778	1.0
content	contents	0.875	1.0
content	contest	0.8571428571428572	1.0
content	context	0.8571428571428572	1.0
content	continent	0.7777777777777778	1.0
content	convent	0.8571428571428572	1.0
contentedness	contriteness	0.7692307692307692	1.0
contentedness	discontentedness	0.8125	1.0
contention	contestation	0.75	1.0
contention	continuation	0.75	1.0
contention	contortion	0.8	1.0
contention	contravention	0.7692307692307692	1.0
contention	contrition	0.8	1.0
contention	convection	0.8	1.0
contention	convention	0.9	1.0
contention	intention	0.8	1.0
contention	obtention	0.8	1.0
contentiousness	continuousness	0.8	1.0
contentiousness	ostentatiousness	0.75	1.0
contentiousness	pretentiousness	0.8	1.0
contentiousness	tendentiousness	0.8	1.0
contentment	discontentment	0.7857142857142857	1.0
contents	contest	0.75	1.0
contents	context	0.75	1.0
contents	convent	0.75	1.0
contest	contestee	0.7777777777777778	1.0
contest	contester	0.7777777777777778	1.0
contest	context	0.8571428571428572	1.0
contest	contrast	0.75	1.0
contest	countess	0.75	1.0
contestant	decongestant	0.75	1.0
contestation	continuation	0.75	1.0
contestation	conversation	0.75	1.0
contestation	detestation	0.75	1.0
contestation	infestation	0.75	1.0
contestation	molestation	0.75	1.0
contestation	ostentation	0.75	1.0
contestation	protestation	0.75	1.0
contestee	contester	0.8888888888888888	1.0
contester	converter	0.7777777777777778	1.0
contiguity	continuity	0.9	1.0
contiguousness	continuousness	0.9285714285714286	1.0
continence	continency	0.9	1.0
continence	continent	0.8	1.0
continence	contingence	0.9090909090909091	1.0
continence	contingency	0.8181818181818181	1.0
continence	continuance	0.8181818181818181	1.0
continence	incontinence	0.8333333333333334	1.0
continence	incontinency	0.75	1.0
continency	continent	0.8	1.0
continency	contingence	0.8181818181818181	1.0
continency	contingency	0.9090909090909091	1.0
continency	incontinence	0.75	1.0
continency	incontinency	0.8333333333333334	1.0
continent	contingent	0.9	1.0
continent	continuant	0.8	1.0
continent	subcontinent	0.75	1.0
contingence	contingency	0.9090909090909091	1.0
contingence	contingent	0.8181818181818181	1.0
contingence	continuance	0.8181818181818181	1.0
contingence	incontinence	0.75	1.0
contingency	contingent	0.8181818181818181	1.0
contingency	incontinency	0.75	1.0
contingent	continuant	0.8	1.0
contingent	cotangent	0.8	1.0
continuance	continuant	0.8181818181818181	1.0
continuance	continuative	0.75	1.0
continuance	discontinuance	0.7857142857142857	1.0
continuation	continuative	0.8333333333333334	1.0
continuation	contribution	0.75	1.0
continuation	discontinuation	0.8	1.0
continuation	insinuation	0.75	1.0
continuity	discontinuity	0.7692307692307692	1.0
continuo	continuum	0.7777777777777778	1.0
continuo	cotinus	0.75	1.0
contopus	contour	0.75	1.0
contopus	octopus	0.75	1.0
contortion	contortionist	0.7692307692307692	1.0
contortion	contrition	0.8	1.0
contortionist	distortionist	0.7692307692307692	1.0
contortionist	extortionist	0.7692307692307692	1.0
contra	contrary	0.75	1.0
contra	contras	0.8571428571428572	1.0
contra	contrast	0.75	1.0
contraband	contrabandist	0.7692307692307692	1.0
contraband	contrabass	0.8	1.0
contrabandist	contrapuntist	0.7692307692307692	1.0
contrabass	contrabassoon	0.7692307692307692	1.0
contraception	contraceptive	0.8461538461538461	1.0
contraception	contraction	0.8461538461538461	1.0
contraception	contradiction	0.7692307692307692	1.0
contraception	contraption	0.8461538461538461	1.0
contraception	contravention	0.8461538461538461	1.0
contract	contractor	0.8	1.0
contract	contrail	0.75	1.0
contract	contralto	0.7777777777777778	1.0
contract	contrary	0.75	1.0
contract	contras	0.75	1.0
contract	contrast	0.875	1.0
contracting	contraction	0.8181818181818181	1.0
contraction	contractor	0.8181818181818181	1.0
contraction	contradiction	0.8461538461538461	1.0
contraction	contraption	0.9090909090909091	1.0
contraction	contravention	0.7692307692307692	1.0
contraction	contribution	0.75	1.0
contraction	contrition	0.8181818181818181	1.0
contraction	counteraction	0.8461538461538461	1.0
contractor	contracture	0.8181818181818181	1.0
contractor	contradictory	0.7692307692307692	1.0
contractor	contralto	0.8	1.0
contractor	subcontractor	0.7692307692307692	1.0
contradance	contredanse	0.8181818181818181	1.0
contradance	contrivance	0.8181818181818181	1.0
contradiction	contradictory	0.7692307692307692	1.0
contradiction	contradistinction	0.7647058823529411	1.0
contradiction	contraindication	0.8125	1.0
contradiction	contraption	0.7692307692307692	1.0
contradiction	contravention	0.7692307692307692	1.0
contradiction	contrition	0.7692307692307692	1.0
contrail	contrary	0.75	1.0
contrail	contrast	0.75	1.0
contrail	control	0.75	1.0
contralto	contrast	0.7777777777777778	1.0
contraption	contravention	0.7692307692307692	1.0
contraption	contribution	0.75	1.0
contraption	contrition	0.8181818181818181	1.0
contrariety	contrariness	0.75	1.0
contrariness	contriteness	0.75	1.0
contrary	contras	0.75	1.0
contrary	contrast	0.75	1.0
contrary	costmary	0.75	1.0
contras	contrast	0.875	1.0
contravention	convention	0.7692307692307692	1.0
contribution	contributor	0.8333333333333334	1.0
contribution	contrition	0.8333333333333334	1.0
contribution	conurbation	0.75	1.0
contribution	distribution	0.75	1.0
contribution	retribution	0.75	1.0
contriteness	triteness	0.75	1.0
contriver	nondriver	0.7777777777777778	1.0
contumacy	contumely	0.7777777777777778	1.0
contusion	convulsion	0.8	1.0
conundrum	corundum	0.7777777777777778	1.0
conurbation	conversation	0.75	1.0
convalescence	convalescent	0.8461538461538461	1.0
convalescence	incalescence	0.7692307692307692	1.0
convalescence	opalescence	0.7692307692307692	1.0
convection	convector	0.8	1.0
convection	convention	0.9	1.0
convection	conversation	0.75	1.0
convection	conversion	0.8	1.0
convection	conviction	0.9	1.0
convection	convocation	0.8181818181818181	1.0
convection	correction	0.8	1.0
convector	converter	0.7777777777777778	1.0
convector	convertor	0.8888888888888888	1.0
convector	conveyor	0.7777777777777778	1.0
convener	convent	0.75	1.0
convener	converter	0.7777777777777778	1.0
convener	conveyer	0.875	1.0
convener	conveyor	0.75	1.0
convenience	conveniences	0.9166666666666666	1.0
convenience	convergence	0.8181818181818181	1.0
convenience	inconvenience	0.8461538461538461	1.0
conveniences	convergence	0.75	1.0
conveniences	inconvenience	0.7692307692307692	1.0
convening	converging	0.8	1.0
convening	conveyancing	0.75	1.0
convening	conveying	0.8888888888888888	1.0
convening	covering	0.7777777777777778	1.0
convent	convert	0.8571428571428572	1.0
convent	nonevent	0.75	1.0
conventicle	convertible	0.8181818181818181	1.0
convention	conventioneer	0.7692307692307692	1.0
convention	conversation	0.75	1.0
convention	conversion	0.8	1.0
convention	conviction	0.8	1.0
convention	invention	0.8	1.0
conventionalisation	conventionalization	0.9473684210526316	1.0
conventionalisation	internationalisation	0.75	1.0
conventionalism	conventionality	0.8666666666666667	1.0
conventionalism	conversationalist	0.7647058823529411	1.0
conventionalism	unconventionality	0.7647058823529411	1.0
conventionality	intentionality	0.8	1.0
conventionality	unconventionality	0.8823529411764706	1.0
conventionalization	internationalization	0.75	1.0
convergence	convergency	0.9090909090909091	1.0
convergence	conversance	0.8181818181818181	1.0
convergency	conversancy	0.8181818181818181	1.0
converging	conveying	0.8	1.0
converging	covering	0.8	1.0
conversance	conversancy	0.9090909090909091	1.0
conversance	conveyance	0.8181818181818181	1.0
conversation	conversationist	0.8	1.0
conversation	conversion	0.8333333333333334	1.0
conversation	convocation	0.75	1.0
conversation	cooperation	0.75	1.0
conversation	covariation	0.75	1.0
conversation	malversation	0.75	1.0
conversationalist	conversationist	0.8823529411764706	1.0
conversationalist	internationalist	0.7647058823529411	1.0
converse	converso	0.875	1.0
converse	convert	0.75	1.0
converse	converter	0.7777777777777778	1.0
converse	inverse	0.75	1.0
converse	obverse	0.75	1.0
conversion	converso	0.8	1.0
conversion	convulsion	0.8	1.0
conversion	inversion	0.8	1.0
converso	convert	0.75	1.0
converso	convertor	0.7777777777777778	1.0
convert	converter	0.7777777777777778	1.0
convert	convertor	0.7777777777777778	1.0
convert	covert	0.8571428571428572	1.0
converter	convertor	0.8888888888888888	1.0
converter	conveyer	0.7777777777777778	1.0
converter	inverter	0.7777777777777778	1.0
convertibility	inconvertibility	0.875	1.0
convertor	conveyor	0.7777777777777778	1.0
conveyance	conveyancer	0.9090909090909091	1.0
conveyance	conveyancing	0.75	1.0
conveyancer	conveyancing	0.75	1.0
conveyancing	conveying	0.75	1.0
conveyer	conveyor	0.875	1.0
conveyer	moneyer	0.75	1.0
conveying	covering	0.7777777777777778	1.0
conviction	convocation	0.8181818181818181	1.0
conviction	nonfiction	0.8	1.0
convocation	convolution	0.8181818181818181	1.0
convocation	invocation	0.8181818181818181	1.0
convolution	involution	0.8181818181818181	1.0
conyza	coryza	0.8333333333333334	1.0
cookbook	copybook	0.75	1.0
cookbook	workbook	0.75	1.0
cooker	cookery	0.8571428571428572	1.0
cooker	cooler	0.8333333333333334	1.0
cooker	cooper	0.8333333333333334	1.0
cooker	corker	0.8333333333333334	1.0
cooker	hooker	0.8333333333333334	1.0
cooker	looker	0.8333333333333334	1.0
cookfire	cookie	0.75	1.0
cookfire	cookware	0.75	1.0
cookhouse	cowhouse	0.7777777777777778	1.0
cookhouse	poorhouse	0.7777777777777778	1.0
cookhouse	toolhouse	0.7777777777777778	1.0
cookhouse	workhouse	0.7777777777777778	1.0
cookie	coolie	0.8333333333333334	1.0
cookie	cootie	0.8333333333333334	1.0
cookie	nookie	0.8333333333333334	1.0
cookie	rookie	0.8333333333333334	1.0
cooking	cooling	0.8571428571428572	1.0
cooking	croaking	0.75	1.0
