w1	w2	editsim
cation	creation	0.75
cation	location	0.75
cation	vacation	0.75
cation	vocation	0.75
cation	nation	0.8333333333333334
cation	ration	0.8333333333333334
cation	caution	0.8571428571428572
catling	caulking	0.75
catling	crawling	0.75
catling	rattling	0.75
catling	scantling	0.7777777777777778
catling	gatling	0.8571428571428572
catnap	catnip	0.8333333333333334
catostomid	catostomus	0.8
catostomid	catostomidae	0.8333333333333334
catostomus	lagostomus	0.8
cattail	rattail	0.8571428571428572
cattail	coattail	0.875
cattie	cattle	0.8333333333333334
cattiness	hastiness	0.7777777777777778
cattiness	nastiness	0.7777777777777778
cattiness	pettiness	0.7777777777777778
cattiness	saltiness	0.7777777777777778
cattiness	tastiness	0.7777777777777778
cattiness	wittiness	0.7777777777777778
cattiness	craftiness	0.8
cattiness	scantiness	0.8
cattiness	fattiness	0.8888888888888888
cattiness	nattiness	0.8888888888888888
cattle	cattleya	0.75
cattle	cuttle	0.8333333333333334
cattle	rattle	0.8333333333333334
cattle	tattle	0.8333333333333334
cattle	wattle	0.8333333333333334
cattleman	cattleya	0.7777777777777778
catullus	citellus	0.75
catullus	citrullus	0.7777777777777778
caucasia	caucasus	0.75
caucasia	laurasia	0.75
caucasia	caucasian	0.8888888888888888
caucasus	caucus	0.75
caucus	daucus	0.8333333333333334
caudata	caudate	0.8571428571428572
cauldron	chaldron	0.75
caulking	causing	0.75
caulking	chunking	0.75
caulking	clucking	0.75
caulking	clunking	0.75
caulking	faulting	0.75
caulking	hauling	0.75
caulking	pauling	0.75
caulking	skulking	0.75
caulking	talking	0.75
caulking	vaulting	0.75
caulking	walking	0.75
causality	nasality	0.7777777777777778
causation	caution	0.7777777777777778
causation	cessation	0.7777777777777778
causing	coursing	0.75
causing	crushing	0.75
caustic	encaustic	0.7777777777777778
cauterisation	characterisation	0.75
cauterisation	factorisation	0.7692307692307692
cauterisation	pauperization	0.7692307692307692
cauterisation	pasteurisation	0.7857142857142857
cauterisation	pauperisation	0.8461538461538461
cauterisation	cauterization	0.9230769230769231
cauterization	characterization	0.75
cauterization	factorization	0.7692307692307692
cauterization	pauperisation	0.7692307692307692
cauterization	pasteurization	0.7857142857142857
cauterization	computerization	0.8
cauterization	pauperization	0.8461538461538461
caution	cautious	0.75
caution	coaction	0.75
caution	incaution	0.7777777777777778
cautious	nautilus	0.75
cautiousness	copiousness	0.75
cautiousness	dubiousness	0.75
cautiousness	fatuousness	0.75
cautiousness	furiousness	0.75
cautiousness	spuriousness	0.75
cautiousness	studiousness	0.75
cautiousness	facetiousness	0.7692307692307692
cautiousness	fractiousness	0.7692307692307692
cautiousness	glutinousness	0.7692307692307692
cautiousness	curiousness	0.8333333333333334
cautiousness	incautiousness	0.8571428571428572
cavalier	caviler	0.75
cavalier	caviller	0.75
cavalier	duvalier	0.75
cavalier	chevalier	0.7777777777777778
cavalier	lavaliere	0.7777777777777778
cavalier	lavalier	0.875
cavalla	davallia	0.75
cavalry	chivalry	0.75
cavell	wavell	0.8333333333333334
cavern	tavern	0.8333333333333334
caviar	caviare	0.8571428571428572
caviidae	gavidae	0.75
caviidae	laniidae	0.75
caviler	caviller	0.875
caviller	chiller	0.75
caviller	coville	0.75
caxton	paxton	0.8333333333333334
cayenne	cheyenne	0.75
cayenne	mayenne	0.8571428571428572
cayman	layman	0.8333333333333334
ceaselessness	eyelessness	0.7692307692307692
ceaselessness	fearlessness	0.7692307692307692
ceaselessness	gracelessness	0.7692307692307692
ceaselessness	heartlessness	0.7692307692307692
ceaselessness	namelessness	0.7692307692307692
ceaselessness	nervelessness	0.7692307692307692
ceaselessness	noiselessness	0.7692307692307692
ceaselessness	restlessness	0.7692307692307692
ceaselessness	shamelessness	0.7692307692307692
ceaselessness	shapelessness	0.7692307692307692
ceaselessness	tastelessness	0.7692307692307692
ceaselessness	uselessness	0.7692307692307692
ceaselessness	changelessness	0.7857142857142857
ceaselessness	senselessness	0.8461538461538461
cebidae	cervidae	0.75
cebidae	cestidae	0.75
cebidae	cleridae	0.75
cebuan	cebuano	0.8571428571428572
cebuella	sequella	0.75
cecropia	cyclopia	0.75
cecropia	ectopia	0.75
cecropiaceae	secotiaceae	0.75
ceding	receding	0.75
ceding	coding	0.8333333333333334
ceiling	chilling	0.75
ceiling	veiling	0.8571428571428572
celastraceae	clathraceae	0.75
celastraceae	melastomaceae	0.7692307692307692
celastraceae	geastraceae	0.8333333333333334
celebes	celebrex	0.75
celebrater	celebrator	0.9
celebration	deceleration	0.75
celebration	deliberation	0.75
celebration	palpebration	0.75
celebration	celebrator	0.8181818181818181
celebration	cerebration	0.9090909090909091
celebrity	celerity	0.8888888888888888
celeriac	celerity	0.75
celeriac	cleric	0.75
celerity	celery	0.75
celerity	clarity	0.75
celerity	clerisy	0.75
celerity	legerity	0.75
celerity	severity	0.75
celerity	temerity	0.75
celestite	cementite	0.7777777777777778
celibacy	celibate	0.75
celibacy	delicacy	0.75
celibate	ciliate	0.75
celibate	climate	0.75
celioma	celoma	0.8571428571428572
celioscopy	culdoscopy	0.8
cellar	cellaret	0.75
cellar	collar	0.8333333333333334
cellaret	claret	0.75
cellini	fellini	0.8571428571428572
cellist	duellist	0.75
cellophane	cellphone	0.8
cellphone	telephone	0.7777777777777778
cellulite	cellulose	0.7777777777777778
cellulite	cellulitis	0.8
celluloid	cellulose	0.7777777777777778
celluloid	cellulosic	0.8
cellulose	cellulosic	0.8
celosia	chelonia	0.75
celtic	celtis	0.8333333333333334
cement	cementum	0.75
cement	cerement	0.75
cementite	clementine	0.8
cementum	mentum	0.75
cementum	momentum	0.75
cementum	omentum	0.75
cementum	tomentum	0.75
cemetery	demeter	0.75
cenobite	coenobite	0.8888888888888888
cenogenesis	haemogenesis	0.75
cenogenesis	hypnogenesis	0.75
cenogenesis	kainogenesis	0.75
cenogenesis	neurogenesis	0.75
cenogenesis	cytogenesis	0.8181818181818181
cenogenesis	gynogenesis	0.8181818181818181
cenogenesis	hemogenesis	0.8181818181818181
cenogenesis	monogenesis	0.8181818181818181
cenogenesis	kenogenesis	0.9090909090909091
cenogenesis	xenogenesis	0.9090909090909091
cenozoic	mesozoic	0.75
censer	cleanser	0.75
censer	licenser	0.75
censer	censor	0.8333333333333334
censer	center	0.8333333333333334
censor	sensor	0.8333333333333334
censor	tensor	0.8333333333333334
censoring	centering	0.7777777777777778
censure	cynosure	0.75
cental	centas	0.8333333333333334
cental	dental	0.8333333333333334
cental	rental	0.8333333333333334
cental	central	0.8571428571428572
centare	centaury	0.75
centare	centaurea	0.7777777777777778
centare	centre	0.8571428571428572
centaur	centaurea	0.7777777777777778
centaur	centaurus	0.7777777777777778
centaur	centaury	0.875
centaurea	centaurus	0.7777777777777778
centaurea	centaury	0.7777777777777778
centaurium	centaurus	0.8
centaurus	centaury	0.7777777777777778
centaurus	petaurus	0.7777777777777778
centaury	century	0.875
centenary	tercentenary	0.75
centenary	septenary	0.7777777777777778
centennial	tercentennial	0.7692307692307692
center	renter	0.8333333333333334
center	tenter	0.8333333333333334
center	venter	0.8333333333333334
center	centner	0.8571428571428572
centerboard	checkerboard	0.75
centerboard	weatherboard	0.75
centerboard	centreboard	0.8181818181818181
centerboard	teeterboard	0.8181818181818181
centerfield	centerfold	0.8181818181818181
centerfield	chesterfield	0.8333333333333334
centerfield	centerfielder	0.8461538461538461
centerfold	centrefold	0.8
centering	festering	0.7777777777777778
centering	kettering	0.7777777777777778
centering	lettering	0.7777777777777778
centering	neutering	0.7777777777777778
centering	rendering	0.7777777777777778
centering	veneering	0.7777777777777778
centering	centerline	0.8
centering	entering	0.8888888888888888
centerpiece	centrepiece	0.8181818181818181
centesimo	centesis	0.7777777777777778
centesimo	centimo	0.7777777777777778
centesis	entasis	0.75
centesis	genesis	0.75
centile	denticle	0.75
centile	centriole	0.7777777777777778
centile	centime	0.8571428571428572
centile	gentile	0.8571428571428572
centiliter	centilitre	0.8
centiliter	centimeter	0.8
centilitre	centimetre	0.8
centime	meantime	0.75
centime	xenotime	0.75
centime	centimo	0.8571428571428572
centimeter	centimetre	0.8
centimeter	densimeter	0.8
centimeter	pentameter	0.8
centimeter	tensimeter	0.8
centner	ventner	0.8571428571428572
central	contrail	0.75
centralisation	demineralisation	0.75
centralisation	demoralisation	0.7857142857142857
centralisation	federalisation	0.7857142857142857
centralisation	generalization	0.7857142857142857
centralisation	neutralization	0.7857142857142857
centralisation	penalisation	0.7857142857142857
centralisation	decentalisation	0.8
centralisation	decentralization	0.8125
centralisation	generalisation	0.8571428571428572
centralisation	neutralisation	0.8571428571428572
centralisation	decentralisation	0.875
centralisation	centralization	0.9285714285714286
centralism	centrality	0.8
centralism	centrism	0.8
centralism	mentalism	0.8
centralism	neutralism	0.8
centrality	dextrality	0.8
centrality	generality	0.8
centrality	mentality	0.8
centrality	neutrality	0.8
centralization	demineralization	0.75
centralization	demoralization	0.7857142857142857
centralization	federalization	0.7857142857142857
centralization	generalisation	0.7857142857142857
centralization	neutralisation	0.7857142857142857
centralization	penalization	0.7857142857142857
centralization	tantalization	0.7857142857142857
centralization	decentralisation	0.8125
centralization	generalization	0.8571428571428572
centralization	neutralization	0.8571428571428572
centralization	decentralization	0.875
centranthus	plectranthus	0.75
centrarchid	centrarchidae	0.8461538461538461
centrarchidae	centriscidae	0.7692307692307692
centre	centrex	0.8571428571428572
centrifugation	gentrification	0.7857142857142857
centriole	ventricle	0.7777777777777778
centrism	centrum	0.75
centrism	tantrism	0.75
centrism	centrist	0.875
centrist	contrast	0.75
centrist	dentist	0.75
centrist	tantrist	0.75
centrist	tenorist	0.75
centrist	denturist	0.7777777777777778
centrist	scenarist	0.7777777777777778
centrolobium	gastrolobium	0.75
centrolobium	enterolobium	0.8333333333333334
centropomus	centropus	0.8181818181818181
centropus	contopus	0.7777777777777778
centropus	etropus	0.7777777777777778
centrosema	centrospermae	0.7692307692307692
centrosema	centrosome	0.8
centrum	cestrum	0.8571428571428572
centurion	contusion	0.7777777777777778
cephalalgia	cephalaspida	0.75
cephalaspid	cephalaspida	0.9166666666666666
cephalaspida	cephalopoda	0.75
cephalhematoma	cephalohematoma	0.9333333333333333
cephalitis	cephalotus	0.8
cephalitis	encephalitis	0.8333333333333334
cephalobidae	cephalopoda	0.75
cephalobidae	cephaloridine	0.7692307692307692
cephalochordata	cephalochordate	0.9333333333333333
cephalopod	cephalopoda	0.9090909090909091
cephalopterus	cephalotaxus	0.7692307692307692
cephalopterus	cephalotus	0.7692307692307692
cephalotaceae	cephalotaxaceae	0.8666666666666667
cephalotaxus	cephalotus	0.8333333333333334
cephalotus	omphalotus	0.8
ceramic	ceramist	0.75
ceramic	ceramics	0.875
ceramicist	ceramics	0.8
ceramicist	ceramist	0.8
ceramics	ceramist	0.75
cerastes	cerate	0.75
cerastes	cervantes	0.7777777777777778
cerate	curate	0.8333333333333334
ceratin	keratin	0.8571428571428572
ceratitis	hepatitis	0.7777777777777778
ceratitis	dermatitis	0.8
ceratitis	keratitis	0.8888888888888888
ceratodontidae	chaetodontidae	0.7857142857142857
ceratodontidae	tetraodontidae	0.7857142857142857
ceratodus	neoceratodus	0.75
ceratonia	cetonia	0.7777777777777778
ceratonia	ceratopsia	0.8
ceratopetalum	ceratophyllum	0.7692307692307692
ceratophyllaceae	cercidiphyllaceae	0.7647058823529411
ceratophyllum	chrysophyllum	0.7692307692307692
ceratophyllum	eriophyllum	0.7692307692307692
ceratophyllum	graptophyllum	0.7692307692307692
ceratophyllum	xerophyllum	0.7692307692307692
ceratopsia	ceratopsidae	0.8333333333333334
ceratopsia	ceratopsian	0.9090909090909091
ceratopsian	ceratopsidae	0.8333333333333334
ceratopsidae	cercopidae	0.75
ceratopsidae	peripatopsidae	0.7857142857142857
ceratopteris	cystopteris	0.75
ceratopteris	lecanopteris	0.75
ceratopteris	leptopteris	0.75
ceratosaur	ceratosaurus	0.8333333333333334
ceratosaurus	megalosaurus	0.75
ceratosaurus	corythosaurus	0.7692307692307692
ceratostomataceae	melastomataceae	0.7647058823529411
ceratotherium	hyracotherium	0.7692307692307692
cerberus	cereus	0.75
cercaria	cetraria	0.75
cercaria	hernaria	0.75
cercidium	coccidium	0.7777777777777778
cercidium	peridium	0.7777777777777778
cercopidae	meropidae	0.8
cercopidae	percophidae	0.8181818181818181
cercopithecus	dryopithecus	0.7692307692307692
cercospora	cercosporella	0.7692307692307692
cerebration	perpetration	0.75
cerement	ceremony	0.75
cerement	cerumen	0.75
cerement	element	0.75
cerement	ferment	0.75
cerement	tenement	0.75
cerement	decrement	0.7777777777777778
ceremoniousness	parsimoniousness	0.75
ceremoniousness	harmoniousness	0.8
ceremoniousness	unceremoniousness	0.8823529411764706
ceremony	cremona	0.75
ceremony	hegemony	0.75
cereus	cervus	0.8333333333333334
cereus	nereus	0.8333333333333334
cerise	ceruse	0.8333333333333334
cerium	cesium	0.8333333333333334
cerium	corium	0.8333333333333334
cerium	curium	0.8333333333333334
cerium	nerium	0.8333333333333334
cerivastatin	pravastatin	0.75
ceroxylon	myroxylon	0.7777777777777778
ceroxylon	metroxylon	0.8
certainty	uncertainty	0.8181818181818181
certificate	certification	0.7692307692307692
certification	clarification	0.7692307692307692
certification	codification	0.7692307692307692
certification	deification	0.7692307692307692
certification	densification	0.7692307692307692
certification	edification	0.7692307692307692
certification	fertilisation	0.7692307692307692
certification	fertilization	0.7692307692307692
certification	gratification	0.7692307692307692
certification	justification	0.7692307692307692
certification	metrification	0.7692307692307692
certification	mystification	0.7692307692307692
certification	notification	0.7692307692307692
certification	petrification	0.7692307692307692
certification	purification	0.7692307692307692
certification	ratification	0.7692307692307692
certification	reification	0.7692307692307692
certification	reunification	0.7692307692307692
certification	gentrification	0.7857142857142857
certification	identification	0.7857142857142857
certification	stratification	0.7857142857142857
certification	desertification	0.8
certification	fortification	0.8461538461538461
certification	mortification	0.8461538461538461
certification	rectification	0.8461538461538461
certification	verification	0.8461538461538461
certification	versification	0.8461538461538461
certitude	fortitude	0.7777777777777778
certitude	rectitude	0.7777777777777778
certitude	servitude	0.7777777777777778
certitude	incertitude	0.8181818181818181
cerulean	cerumen	0.75
cervid	cervidae	0.75
cervid	cervix	0.8333333333333334
cervidae	cestidae	0.75
cervidae	cleridae	0.75
cervidae	coreidae	0.75
cervidae	gerridae	0.75
cervidae	percidae	0.75
cervidae	chermidae	0.7777777777777778
cervidae	corvidae	0.875
cervus	corvus	0.8333333333333334
cervus	nervus	0.8333333333333334
cesarean	cetacean	0.75
cesarean	cesarian	0.875
cesium	cestum	0.8333333333333334
cessation	cession	0.7777777777777778
cessation	gestation	0.7777777777777778
cessation	sensation	0.7777777777777778
cession	scission	0.75
cession	sessions	0.75
cession	recession	0.7777777777777778
cession	secession	0.7777777777777778
cession	session	0.8571428571428572
cestida	cestoda	0.8571428571428572
cestida	cestidae	0.875
cestidae	cestoda	0.75
cestidae	cestode	0.75
cestidae	cottidae	0.75
cestidae	vespidae	0.75
cestidae	oestridae	0.7777777777777778
cestoda	cestode	0.8571428571428572
cestrum	diestrum	0.75
cestrum	geastrum	0.75
cestrum	cestum	0.8571428571428572
cetacea	testacea	0.75
cetacea	cetacean	0.875
cetacean	testacean	0.7777777777777778
cetchup	ketchup	0.8571428571428572
cetonia	chelonia	0.75
cetoniidae	cetorhinidae	0.75
cetoniidae	ciconiidae	0.8
cetoniidae	cheloniidae	0.8181818181818181
cetraria	etruria	0.75
cetraria	petrarca	0.75
cetraria	setaria	0.75
chabasite	chamosite	0.7777777777777778
chabasite	chabazite	0.8888888888888888
chablis	challis	0.8571428571428572
chadar	chador	0.8333333333333334
chadar	chanar	0.8333333333333334
chadar	chaddar	0.8571428571428572
chaddar	cheddar	0.8571428571428572
chaddar	chuddar	0.8571428571428572
chaddar	khaddar	0.8571428571428572
chadian	chaldean	0.75
chadlock	deadlock	0.75
chadlock	haddock	0.75
chadlock	handlock	0.75
chadlock	headlock	0.75
chadlock	padlock	0.75
chadlock	shaddock	0.75
chadlock	charlock	0.875
chaenopsis	phalaenopsis	0.75
chaeronea	chaperone	0.7777777777777778
chaeronea	charronia	0.7777777777777778
chaeta	chahta	0.8333333333333334
chaetodontidae	phaethontidae	0.7857142857142857
chaetognath	chaetognatha	0.9166666666666666
chafeweed	chaffweed	0.8888888888888888
chaffinch	hawfinch	0.7777777777777778
chafing	chanting	0.75
chafing	cheating	0.75
chagatai	chapati	0.75
chagatai	chapatti	0.75
chagatai	chigetai	0.75
chagatai	jagatai	0.75
chains	chainsaw	0.75
chairman	chapman	0.75
chairman	chairwoman	0.8
chairwoman	charwoman	0.9
chaise	lachaise	0.75
chaise	chasse	0.8333333333333334
chalaza	chaldaea	0.75
chalazion	chelation	0.7777777777777778
chalcedon	chalcedony	0.9
chalcid	characid	0.75
chalcid	chalcidae	0.7777777777777778
chalcid	chalcis	0.8571428571428572
chalcidae	channidae	0.7777777777777778
chalcidae	cracidae	0.7777777777777778
chalcidae	characidae	0.8
chalcidae	chalcididae	0.8181818181818181
chalcididae	characinidae	0.75
chalcis	challis	0.8571428571428572
chalcocite	chalcopyrite	0.75
chaldaea	chaldean	0.75
chaldaea	chaldee	0.75
chaldaea	chamaea	0.75
chaldaea	haldea	0.75
chaldaea	chaldea	0.875
chaldaea	chaldaean	0.8888888888888888
chaldaean	chaldea	0.7777777777777778
chaldaean	chaldean	0.8888888888888888
chaldea	chaldee	0.8571428571428572
chaldea	haldea	0.8571428571428572
chaldea	chaldean	0.875
chaldean	chaldee	0.75
chaldean	chaldron	0.75
chaldean	chilean	0.75
chaldean	hadean	0.75
chaldean	haldea	0.75
chaldron	chamfron	0.75
chaldron	chanfron	0.75
chaldron	chaperon	0.75
chaldron	charon	0.75
chaldron	hadron	0.75
chalet	chaplet	0.8571428571428572
chalkpit	coalpit	0.75
challah	hallah	0.8571428571428572
challenge	challenger	0.9
chamaea	chimaera	0.75
chamaeleo	chameleon	0.7777777777777778
chamaeleo	chamaeleon	0.9
chamaeleon	chameleon	0.9
chamaeleonidae	chamaeleontidae	0.9333333333333333
chamber	chamfer	0.8571428571428572
chamber	clamber	0.8571428571428572
chamber	chambers	0.875
chamberlain	chambermaid	0.8181818181818181
chambers	chamfer	0.75
chambers	clamber	0.75
chamfron	champion	0.75
chamfron	chaperon	0.75
chamfron	charon	0.75
chamfron	chanfron	0.875
chammy	shammy	0.8333333333333334
chammy	whammy	0.8333333333333334
chamois	chemosis	0.75
chamomile	chamosite	0.7777777777777778
champagne	champaign	0.7777777777777778
champaign	champion	0.7777777777777778
champaign	champlain	0.7777777777777778
champion	crampon	0.75
champion	crampoon	0.75
champion	hampton	0.75
champion	rampion	0.75
champion	tampion	0.75
champlain	chaplin	0.7777777777777778
champlain	chaplain	0.8888888888888888
chanal	chanar	0.8333333333333334
chance	chancery	0.75
chance	change	0.8333333333333334
chance	chancel	0.8571428571428572
chance	chancre	0.8571428571428572
chancel	chancery	0.75
chancel	channels	0.75
chancel	channel	0.8571428571428572
chancellery	chancellor	0.8181818181818181
chancellorship	chancellorsville	0.75
chancellorship	councillorship	0.7857142857142857
chancellorship	counsellorship	0.7857142857142857
chancery	chancre	0.75
chancery	changer	0.75
chancery	chanter	0.75
chancery	chantey	0.75
chancery	chantry	0.75
chancery	chaucer	0.75
chancery	chandlery	0.7777777777777778
chandelier	chandelle	0.8
chandelier	chandler	0.8
chandler	changer	0.75
chandler	chanter	0.75
chandler	handle	0.75
chandler	landler	0.75
chandler	handler	0.875
chandler	chandlery	0.8888888888888888
chandlery	handler	0.7777777777777778
chanfron	chaperon	0.75
chanfron	charon	0.75
change	exchange	0.75
change	charge	0.8333333333333334
change	changer	0.8571428571428572
changeability	unexchangeability	0.7647058823529411
changeability	manageability	0.7692307692307692
changeability	exchangeability	0.8666666666666667
changeability	unchangeability	0.8666666666666667
changeableness	unmanageableness	0.75
changeableness	changefulness	0.7857142857142857
changeableness	charitableness	0.7857142857142857
changeableness	manageableness	0.7857142857142857
changeableness	unchangeableness	0.875
changefulness	hatefulness	0.7692307692307692
changefulness	shamefulness	0.7692307692307692
changefulness	thankfulness	0.7692307692307692
changefulness	vengefulness	0.7692307692307692
changelessness	shamelessness	0.7857142857142857
changelessness	shapelessness	0.7857142857142857
changeover	hangover	0.8
changer	exchanger	0.7777777777777778
changer	chanter	0.8571428571428572
changer	charger	0.8571428571428572
changer	clanger	0.8571428571428572
changer	hanger	0.8571428571428572
channel	charnel	0.8571428571428572
channel	chunnel	0.8571428571428572
channel	channels	0.875
channelisation	channelization	0.9285714285714286
channels	charnel	0.75
channels	chunnel	0.75
channukah	chanukkah	0.7777777777777778
channukah	hanukah	0.7777777777777778
channukah	chanukah	0.8888888888888888
channukah	hannukah	0.8888888888888888
channukah	channukkah	0.9
channukkah	chanukah	0.8
channukkah	hannukah	0.8
channukkah	hanukkah	0.8
channukkah	chanukkah	0.9
chantarelle	chanterelle	0.9090909090909091
chanter	chapiter	0.75
chanter	enchanter	0.7777777777777778
chanter	chantey	0.8571428571428572
chanter	chapter	0.8571428571428572
chanter	charter	0.8571428571428572
chanter	chatter	0.8571428571428572
chantey	chantry	0.8571428571428572
chantey	chanty	0.8571428571428572
chanting	cheating	0.75
chanting	chunking	0.75
chanting	coating	0.75
chanting	counting	0.75
chanting	hanging	0.75
chanting	hunting	0.75
chanting	panting	0.75
chanting	planting	0.75
chanting	ranting	0.75
chanting	shantung	0.75
chantry	chanty	0.8571428571428572
chanty	khanty	0.8333333333333334
chanty	shanty	0.8333333333333334
chanukah	hannukah	0.75
chanukah	hanukkah	0.75
chanukah	hanukah	0.875
chanukah	chanukkah	0.8888888888888888
chanukkah	hanukah	0.7777777777777778
chanukkah	hanukkah	0.8888888888888888
chapati	chapatti	0.875
chapeau	chateau	0.8571428571428572
chaperon	charon	0.75
chaperon	hyperon	0.75
chaperon	chaperone	0.8888888888888888
chapiter	charter	0.75
chapiter	chatter	0.75
chapiter	chapter	0.875
chaplain	chapman	0.75
chaplain	chaplaincy	0.8
chaplain	chaplin	0.875
chapter	charter	0.8571428571428572
chapter	chatter	0.8571428571428572
chapterhouse	charterhouse	0.9166666666666666
characeae	characidae	0.8
characid	characidae	0.8
characid	characin	0.875
characidae	charadriidae	0.75
characidae	cracidae	0.8
characidae	characinidae	0.8333333333333334
characinidae	charadriidae	0.75
characinidae	coraciidae	0.75
character	charter	0.7777777777777778
characterisation	characteristic	0.8125
characterisation	characterization	0.9375
characteristic	characterization	0.75
charade	charales	0.75
charade	charades	0.875
charades	charles	0.75
charades	chartres	0.75
charades	rhagades	0.75
charades	charales	0.875
charadrii	charadriidae	0.75
charadrii	charadrius	0.8
charales	chartres	0.75
charales	chorale	0.75
charales	charles	0.875
charcoal	charcot	0.75
charcot	chariot	0.8571428571428572
charge	charger	0.8571428571428572
chargeman	charwoman	0.7777777777777778
charger	charmer	0.8571428571428572
charger	charter	0.8571428571428572
charina	charisma	0.75
charina	czarina	0.8571428571428572
chariness	craziness	0.7777777777777778
chariness	hairiness	0.7777777777777778
chariness	hardiness	0.7777777777777778
chariness	hardness	0.7777777777777778
chariness	harness	0.7777777777777778
chariness	haziness	0.7777777777777778
chariness	hoariness	0.7777777777777778
chariness	shadiness	0.7777777777777778
chariness	shakiness	0.7777777777777778
chariness	sharpness	0.7777777777777778
chariness	wariness	0.7777777777777778
chariness	weariness	0.7777777777777778
chariness	chirpiness	0.8
chariot	chartist	0.75
charisma	chartism	0.75
charisma	chrism	0.75
charitableness	variableness	0.7857142857142857
charitableness	habitableness	0.8571428571428572
charity	chastity	0.75
charity	clarity	0.8571428571428572
charivari	harikari	0.7777777777777778
charlatan	charlatanism	0.75
charles	chartres	0.75
charleston	charlestown	0.9090909090909091
charlock	oarlock	0.75
charlock	sherlock	0.75
charlock	warlock	0.75
charmer	charter	0.8571428571428572
charon	chiron	0.8333333333333334
charophyceae	rhodophyceae	0.75
charophyceae	chrysophyceae	0.7692307692307692
charophyceae	schizophyceae	0.7692307692307692
charophyceae	cyanophyceae	0.8333333333333334
charophyceae	phaeophyceae	0.8333333333333334
charophyceae	chlorophyceae	0.8461538461538461
charter	chartres	0.75
charter	thwarter	0.75
charter	chatter	0.8571428571428572
charterhouse	chartreuse	0.75
charterhouse	porterhouse	0.75
chartism	chrism	0.75
chartism	shaktism	0.75
chartism	chartist	0.875
chartist	christ	0.75
chartist	harpist	0.75
chartist	shaktist	0.75
chartres	chartreuse	0.8
chased	chaser	0.8333333333333334
chased	chasid	0.8333333333333334
chasid	chasidim	0.75
chasid	chassid	0.8571428571428572
chasidim	hasidism	0.75
chasidim	hassidim	0.75
chasidim	chassidism	0.8
chasidim	hasidim	0.875
chasidim	chasidism	0.8888888888888888
chasidim	chassidim	0.8888888888888888
chasidism	chassidim	0.7777777777777778
chasidism	hasidim	0.7777777777777778
chasidism	hassidism	0.7777777777777778
chasidism	hasidism	0.8888888888888888
chasidism	chassidism	0.9
chassid	chassidim	0.7777777777777778
chassid	chassis	0.8571428571428572
chassid	hassid	0.8571428571428572
chassidim	hasidim	0.7777777777777778
chassidim	hassidism	0.7777777777777778
chassidim	hassidim	0.8888888888888888
chassidim	chassidism	0.9
chassidism	classicism	0.8
chassidism	hasidism	0.8
chassidism	hassidim	0.8
chassidism	hassidism	0.9
chassis	classics	0.75
chasteness	hastiness	0.8
chastening	chattering	0.8
chastening	fastening	0.8
chastening	christening	0.8181818181818181
chatroom	coatroom	0.875
chattel	chatter	0.8571428571428572
chatter	chatterer	0.7777777777777778
chatter	clatter	0.8571428571428572
chatter	hatter	0.8571428571428572
chatterer	flatterer	0.7777777777777778
chattering	chitterlings	0.75
chattering	scattering	0.8
chattering	smattering	0.8
chattering	spattering	0.8
chattering	shattering	0.9
chauffeur	chauffeuse	0.8
chaulmoogra	chaulmugra	0.8181818181818181
chauvinism	chauvinist	0.9
cheapness	cleanness	0.7777777777777778
cheapness	clearness	0.7777777777777778
cheater	wheatear	0.75
cheater	chester	0.8571428571428572
cheater	heater	0.8571428571428572
cheater	theater	0.8571428571428572
cheatgrass	wheatgrass	0.9
cheating	cheering	0.75
cheating	chewing	0.75
cheating	cleaning	0.75
cheating	clearing	0.75
cheating	coating	0.75
cheating	creaking	0.75
cheating	creatin	0.75
cheating	creatine	0.75
cheating	eating	0.75
cheating	heading	0.75
cheating	healing	0.75
cheating	hearing	0.75
cheating	heaving	0.75
cheating	pleating	0.75
cheating	seating	0.75
cheating	shearing	0.75
cheating	sheeting	0.75
cheating	sweating	0.75
cheating	sheathing	0.7777777777777778
cheating	heating	0.875
chechen	chechenia	0.7777777777777778
chechenia	chechnya	0.7777777777777778
checkbook	checkroom	0.7777777777777778
checker	checkers	0.875
checkerberry	checkerboard	0.75
checkerberry	crackerberry	0.8333333333333334
checkerbloom	checkroom	0.75
checkerboard	cheeseboard	0.75
checkout	checksum	0.75
checkout	checkup	0.75
checksum	checkup	0.75
cheddar	chuddar	0.8571428571428572
cheekbone	heelbone	0.7777777777777778
cheekiness	creepiness	0.8
cheekiness	wheeziness	0.8
cheerer	cheever	0.8571428571428572
cheerfulness	fearfulness	0.75
cheerfulness	gleefulness	0.75
cheerfulness	helpfulness	0.75
cheerfulness	powerfulness	0.75
cheerfulness	tearfulness	0.75
cheerfulness	heedfulness	0.8333333333333334
cheerfulness	uncheerfulness	0.8571428571428572
cheering	cheerio	0.75
cheering	cheewink	0.75
cheering	chewing	0.75
cheering	clearing	0.75
cheering	covering	0.75
cheering	creeping	0.75
cheering	hearing	0.75
cheering	herring	0.75
cheering	jeering	0.75
cheering	shearing	0.75
cheering	sheeting	0.75
cheering	steering	0.75
cheering	veering	0.75
cheering	wheeling	0.75
cheerlessness	childlessness	0.7692307692307692
cheerlessness	colorlessness	0.7692307692307692
cheerlessness	fearlessness	0.7692307692307692
cheerlessness	hairlessness	0.7692307692307692
